policy,trial_id,scenario_mode,reset_pattern,account_count,user_count,total_demand,served_demand,denied_demand,peak_total_demand,peak_served_demand,migrated_requests,migration_successes,peak_useful_five_hour,weekly_drift,mean_seven_day_utilization,objective_score
five_hour_first,32,focused,same_reset,3,23,19941,11243,8698,15378,7853,962,17,0.3753968253968309,0.0,1.0,0.4649476643482157
seven_day_first,32,focused,same_reset,3,23,20460,11243,9217,15862,8198,2633,1559,0.29081632653060935,0.0,1.0,0.5133294184090074
weighted_score,32,focused,same_reset,3,23,19659,11243,8416,15329,8056,1311,459,0.36388888888889515,0.0,1.0,0.5124764646663035
reset_aware_weekly_priority,32,focused,same_reset,3,23,20018,11243,8775,15455,8157,1562,607,0.36292517006803693,0.0,1.0,0.5112572597080596
reset_stagger_pressure,32,focused,same_reset,3,23,19780,11243,8537,15344,7967,1275,456,0.3196712018140574,0.0,1.0,0.502242270697872
reset_near_expiry_reserve,32,focused,same_reset,3,23,20517,11243,9274,15969,7913,1174,254,0.32953514739228895,0.0,1.0,0.4670953682198377
five_hour_first,33,focused,staggered_reset,2,17,8296,7364,932,6481,5683,80,2,0.8073979591836735,0.04790547798066597,0.952094522019334,0.8360109891078149
seven_day_first,33,focused,staggered_reset,2,17,8111,7797,314,6506,6274,184,119,0.9499149659863946,0.001396348012889348,0.9986036519871107,1.0146160305783334
weighted_score,33,focused,staggered_reset,2,17,7774,7502,272,6119,5948,96,50,0.9460034013605442,0.03308270676691727,0.9669172932330827,0.9971674578058366
reset_aware_weekly_priority,33,focused,staggered_reset,2,17,8060,7810,250,6505,6338,191,143,0.944982993197279,0.0,1.0,1.0341076737470998
reset_stagger_pressure,33,focused,staggered_reset,2,17,8217,7810,407,6505,6140,360,279,0.8611394557823129,0.0,1.0,1.003239603013013
reset_near_expiry_reserve,33,focused,staggered_reset,2,17,7984,7695,289,6412,6153,251,206,0.8809523809523809,0.01822503961965133,0.9817749603803487,1.0212331401056731
five_hour_first,34,focused,staggered_reset,3,23,20997,9965,11032,17010,6904,1867,41,0.2425170068027161,0.0,1.0,0.3574484303867499
seven_day_first,34,focused,staggered_reset,3,23,21339,9965,11374,17311,6949,5218,1945,0.18956916099772955,0.0,1.0,0.38501807166405094
weighted_score,34,focused,staggered_reset,3,23,21202,9965,11237,17160,6770,2845,799,0.20515873015872474,0.0,1.0,0.3762850249619677
reset_aware_weekly_priority,34,focused,staggered_reset,3,23,21771,9965,11806,17770,6933,3232,851,0.20646258503400822,0.0,1.0,0.36546190076231566
reset_stagger_pressure,34,focused,staggered_reset,3,23,21181,9965,11216,17042,6626,2216,466,0.21037414965985865,0.0,1.0,0.36722642643952225
reset_near_expiry_reserve,34,focused,staggered_reset,3,23,21369,9965,11404,17236,6651,2010,305,0.21689342403627607,0.0,1.0,0.35779985387663354
five_hour_first,35,focused,same_reset,3,33,10878,10636,242,7970,7782,0,0,0.8664399092971099,0.08572478531823724,0.9393834229857134,1.043126735590364
seven_day_first,35,focused,same_reset,3,33,11482,11435,47,8296,8249,74,53,0.9747732426303793,0.015461964923729574,0.984208007294956,1.0545467693461699
weighted_score,35,focused,same_reset,3,33,11274,11111,163,8380,8217,5,5,0.9627551020408156,0.03830774848187863,0.9645287329447013,1.0718636046402628
reset_aware_weekly_priority,35,focused,same_reset,3,33,11277,11243,34,8282,8248,34,34,0.9755668934240287,0.027443215263732633,0.9720509611297329,1.087450599482923
reset_stagger_pressure,35,focused,same_reset,3,33,11017,10640,377,8102,7770,1,1,0.8623015873016443,0.08539759148114476,0.9396147839666841,1.0298804102149823
reset_near_expiry_reserve,35,focused,same_reset,3,33,11158,10623,535,8214,7714,5,5,0.8033446712018097,0.08678816528878788,0.9386314997975592,1.0057304263550788
five_hour_first,36,focused,same_reset,2,13,11016,6790,4226,8749,4977,205,11,0.46845238095238095,0.0,1.0,0.5342041409489682
seven_day_first,36,focused,same_reset,2,13,10779,6790,3989,8364,5071,928,640,0.44855442176870747,0.0,1.0,0.6269696954517098
weighted_score,36,focused,same_reset,2,13,10778,6790,3988,8355,4876,344,188,0.48018707482993195,0.0,1.0,0.6080840638255692
reset_aware_weekly_priority,36,focused,same_reset,2,13,11208,6790,4418,8748,5112,575,376,0.4697278911564626,0.0,1.0,0.6045413792709531
reset_stagger_pressure,36,focused,same_reset,2,13,11086,6790,4296,8675,4776,276,117,0.4221938775510204,0.0,1.0,0.5633250636363488
reset_near_expiry_reserve,36,focused,same_reset,2,13,10885,6790,4095,8498,4968,243,69,0.42772108843537415,0.0,1.0,0.5646443027270442
five_hour_first,37,focused,same_reset,3,26,18699,11498,7201,14630,8529,659,25,0.5233560090702888,0.0,1.0,0.5444208661464255
seven_day_first,37,focused,same_reset,3,26,18649,11498,7151,14682,8752,1764,1007,0.4945011337868469,0.0,1.0,0.6087144432573318
weighted_score,37,focused,same_reset,3,26,18280,11498,6782,14053,8435,835,307,0.5222222222222166,0.0,1.0,0.5977195588284835
reset_aware_weekly_priority,37,focused,same_reset,3,26,18489,11498,6991,14334,8524,984,410,0.5171768707482951,0.0,1.0,0.5967169387340512
reset_stagger_pressure,37,focused,same_reset,3,26,18288,11498,6790,14140,8515,668,150,0.5167800453514723,0.0,1.0,0.5800939605015683
reset_near_expiry_reserve,37,focused,same_reset,3,26,18806,11498,7308,14631,8486,647,68,0.5029478458049856,0.0,1.0,0.5461525034895276
five_hour_first,38,focused,staggered_reset,3,25,11758,10931,827,9158,8437,208,6,0.8412131519274857,0.06642856754274888,0.9530279094260137,0.879489126499103
seven_day_first,38,focused,staggered_reset,3,25,12073,11336,737,9467,8793,418,131,0.9639455782312926,0.015522096102538147,0.9655816009086173,0.9476384048457871
weighted_score,38,focused,staggered_reset,3,25,11889,11258,631,9153,8609,284,65,0.920351473922918,0.042076390876292724,0.9702474986835177,0.9368018681336209
reset_aware_weekly_priority,38,focused,staggered_reset,3,25,11862,11227,635,9338,8823,326,81,0.9371315192744065,0.04424355580406089,0.9685727801392718,0.9424545991118701
reset_stagger_pressure,38,focused,staggered_reset,3,25,12139,10967,1172,9406,8347,299,41,0.7434807256235395,0.06374759396479038,0.9549236440231702,0.8508931020969434
reset_near_expiry_reserve,38,focused,staggered_reset,3,25,11969,10626,1343,9396,8197,334,44,0.7399092970521074,0.08914237146711927,0.9369668246445498,0.8311260175167122
five_hour_first,39,focused,staggered_reset,2,20,9340,8979,361,7030,6702,0,0,0.7956632653061224,0.03468735737106343,0.9653126426289366,1.0224078984945733
seven_day_first,39,focused,staggered_reset,2,20,8998,8973,25,6876,6869,64,55,0.9909863945578231,0.018342061307279223,0.9582477360372351,1.0736453754567445
weighted_score,39,focused,staggered_reset,2,20,9300,9198,102,6893,6813,29,29,0.935204081632653,0.01802829758101321,0.9819717024189868,1.0757452004215633
reset_aware_weekly_priority,39,focused,staggered_reset,2,20,9221,9168,53,7085,7032,89,68,0.9734693877551021,0.003763729455452891,0.9702207525162495,1.0582784149497189
reset_stagger_pressure,39,focused,staggered_reset,2,20,9371,9058,313,7148,6851,213,213,0.8652210884353742,0.06586303284416489,0.934136967155835,1.0320891734095223
reset_near_expiry_reserve,39,focused,staggered_reset,2,20,9351,9162,189,7037,6855,101,101,0.9070578231292517,0.047693920335429796,0.9523060796645701,1.0553001993513962
five_hour_first,40,focused,same_reset,2,14,5823,5823,0,4363,4363,0,0,1.0,0.1336043599318706,0.7969338127840243,1.0663329452852153
seven_day_first,40,focused,same_reset,2,14,6154,6154,0,4600,4600,0,0,1.0,0.005300244339184135,0.8222967519061224,1.0816996507566938
weighted_score,40,focused,same_reset,2,14,5824,5824,0,4444,4444,0,0,1.0,0.030892588378080288,0.7819985255142852,1.0751105937136205
reset_aware_weekly_priority,40,focused,same_reset,2,14,5922,5922,0,4376,4376,0,0,1.0,0.014026773863137998,0.7926065177513801,1.0778579743888241
reset_stagger_pressure,40,focused,same_reset,2,14,5933,5933,0,4390,4390,0,0,0.9879251700680272,0.18137369033760187,0.8186263096623981,1.061793289143364
reset_near_expiry_reserve,40,focused,same_reset,2,14,5803,5803,0,4203,4203,0,0,0.9285714285714286,0.19650756693830035,0.8034924330616997,1.0492699151837686
five_hour_first,41,focused,same_reset,3,25,17062,11639,5423,13830,8836,968,9,0.5705782312925257,0.0,1.0,0.6070171956559928
seven_day_first,41,focused,same_reset,3,25,16911,11639,5272,13765,9031,1894,860,0.5675170068027221,0.0,1.0,0.6688310148038511
weighted_score,41,focused,same_reset,3,25,16768,11639,5129,13801,9142,1247,289,0.5609410430839056,0.0,1.0,0.646640288958549
reset_aware_weekly_priority,41,focused,same_reset,3,25,16700,11639,5061,13648,9102,1381,404,0.5550453514739238,0.0,1.0,0.65609211025052
reset_stagger_pressure,41,focused,same_reset,3,25,17030,11639,5391,14022,8950,1322,293,0.5235827664399182,0.0,1.0,0.6255875304076756
reset_near_expiry_reserve,41,focused,same_reset,3,25,16673,11639,5034,13776,8963,1201,165,0.5400793650793737,0.0,1.0,0.6308925756846923
five_hour_first,42,focused,staggered_reset,2,15,12405,5207,7198,10027,3576,1065,13,0.3082482993197279,0.0,1.0,0.31802070306365304
seven_day_first,42,focused,staggered_reset,2,15,12392,5207,7185,10015,3590,2458,669,0.2606292517006803,0.0,1.0,0.3424181481682443
weighted_score,42,focused,staggered_reset,2,15,12404,5207,7197,10045,3602,1412,223,0.3013605442176871,0.0,1.0,0.3350114800586158
reset_aware_weekly_priority,42,focused,staggered_reset,2,15,12571,5207,7364,10280,3601,1578,183,0.2935374149659864,0.0,1.0,0.32277841240601574
reset_stagger_pressure,42,focused,staggered_reset,2,15,12535,5207,7328,10133,3540,1221,76,0.27967687074829933,0.0,1.0,0.3145697369375524
reset_near_expiry_reserve,42,focused,staggered_reset,2,15,12866,5207,7659,10446,3547,1316,173,0.2686224489795918,0.0,1.0,0.3115416660110707
five_hour_first,43,focused,same_reset,2,12,12090,7221,4869,9718,5478,189,14,0.5412414965986394,0.0,1.0,0.5349040907902519
seven_day_first,43,focused,same_reset,2,12,11640,7221,4419,9356,5647,634,468,0.5608843537414966,0.0,1.0,0.6440166200794378
weighted_score,43,focused,same_reset,2,12,12145,7221,4924,9724,5579,419,229,0.5175170068027211,0.0,1.0,0.5891386853849734
reset_aware_weekly_priority,43,focused,same_reset,2,12,11948,7221,4727,9518,5598,467,355,0.5404761904761904,0.0,1.0,0.6288501163104974
reset_stagger_pressure,43,focused,same_reset,2,12,11796,7221,4575,9528,5536,235,103,0.5266156462585034,0.0,1.0,0.5906986840990315
reset_near_expiry_reserve,43,focused,same_reset,2,12,11718,7221,4497,9537,5537,201,59,0.5302721088435374,0.0,1.0,0.5763051787134094
five_hour_first,44,focused,staggered_reset,2,17,9120,7314,1806,6751,5329,141,9,0.6953231292517007,0.0,1.0,0.7529443209349463
seven_day_first,44,focused,staggered_reset,2,17,8768,7314,1454,6444,5372,697,593,0.6820578231292517,0.0,1.0,0.8785022720835793
weighted_score,44,focused,staggered_reset,2,17,8726,7314,1412,6326,5229,264,158,0.7123299319727892,0.0,1.0,0.8534421112930511
reset_aware_weekly_priority,44,focused,staggered_reset,2,17,9072,7314,1758,6692,5466,526,411,0.636734693877551,0.0,1.0,0.8405351592910666
reset_stagger_pressure,44,focused,staggered_reset,2,17,8523,7314,1209,6213,5374,428,340,0.739030612244898,0.0,1.0,0.9051122650621033
reset_near_expiry_reserve,44,focused,staggered_reset,2,17,8788,7314,1474,6441,5520,501,424,0.711139455782313,0.0,1.0,0.8884503264701242
five_hour_first,45,focused,staggered_reset,3,31,12366,11092,1274,10042,8826,98,4,0.7571995464852587,0.0,1.0,0.8458473202884781
seven_day_first,45,focused,staggered_reset,3,31,12555,11092,1463,10100,8724,388,179,0.8117913832199537,0.0,1.0,0.8921292453485008
weighted_score,45,focused,staggered_reset,3,31,12531,11092,1439,10168,8784,293,73,0.8085034013605538,0.0,1.0,0.8672263367710094
reset_aware_weekly_priority,45,focused,staggered_reset,3,31,12340,11092,1248,9901,8689,401,190,0.8467120181405804,0.0,1.0,0.912904811422012
reset_stagger_pressure,45,focused,staggered_reset,3,31,12882,11092,1790,10429,8711,792,513,0.735204081632629,0.0,1.0,0.8797888201796766
reset_near_expiry_reserve,45,focused,staggered_reset,3,31,12742,11092,1650,10143,8550,478,256,0.7465986394557684,0.0,1.0,0.8763216575005851
five_hour_first,46,focused,staggered_reset,3,29,21761,10568,11193,16060,6804,1159,32,0.22806122448978935,0.0,1.0,0.36799783498901933
seven_day_first,46,focused,staggered_reset,3,29,22107,10568,11539,15881,6650,4509,1461,0.18650793650793593,0.0,1.0,0.3907292683834802
weighted_score,46,focused,staggered_reset,3,29,21828,10568,11260,15803,6632,2137,672,0.2108276643990845,0.0,1.0,0.39753997038749844
reset_aware_weekly_priority,46,focused,staggered_reset,3,29,21561,10568,10993,15777,6794,3275,821,0.22448979591835846,0.0,1.0,0.3990782986506289
reset_stagger_pressure,46,focused,staggered_reset,3,29,21976,10568,11408,16075,6744,3403,898,0.2052154195011258,0.0,1.0,0.3885113849924196
reset_near_expiry_reserve,46,focused,staggered_reset,3,29,22337,10568,11769,15974,6627,2721,928,0.19546485260770613,0.0,1.0,0.3899911410704099
five_hour_first,47,focused,same_reset,2,15,12569,5177,7392,9998,3606,1023,11,0.29328231292517004,0.0,1.0,0.31178669300537987
seven_day_first,47,focused,same_reset,2,15,12666,5177,7489,9849,3470,1899,584,0.26666666666666666,0.0,1.0,0.3386801737927334
weighted_score,47,focused,same_reset,2,15,12547,5177,7370,9962,3575,1133,178,0.2842687074829932,0.0,1.0,0.32781202835276196
reset_aware_weekly_priority,47,focused,same_reset,2,15,12467,5177,7290,9786,3518,1293,268,0.29277210884353744,0.0,1.0,0.33702276472501025
reset_stagger_pressure,47,focused,same_reset,2,15,12626,5177,7449,9915,3474,1059,115,0.2863945578231292,0.0,1.0,0.3181844508798656
reset_near_expiry_reserve,47,focused,same_reset,2,15,12474,5177,7297,9743,3570,1042,98,0.2730442176870748,0.0,1.0,0.3222125517070964
five_hour_first,48,focused,same_reset,3,28,32469,11887,20582,26508,8108,3071,51,0.1960317460317438,0.0,1.0,0.25210278572086664
seven_day_first,48,focused,same_reset,3,28,32546,11887,20659,26685,8184,7361,2455,0.17205215419501363,0.0,1.0,0.28600370140295117
weighted_score,48,focused,same_reset,3,28,32071,11887,20184,26200,8167,4309,898,0.19705215419500807,0.0,1.0,0.2798524889567895
reset_aware_weekly_priority,48,focused,same_reset,3,28,32198,11887,20311,26485,8102,4633,1113,0.20538548752834312,0.0,1.0,0.2823566940326194
reset_stagger_pressure,48,focused,same_reset,3,28,32906,11887,21019,26804,8045,3487,379,0.17692743764172472,0.0,1.0,0.25536313997574417
reset_near_expiry_reserve,48,focused,same_reset,3,28,32773,11887,20886,27037,8014,3299,219,0.18458049886621242,0.0,1.0,0.2512999237070038
five_hour_first,49,focused,staggered_reset,2,13,10366,7021,3345,8369,5443,110,11,0.5889455782312926,0.0,1.0,0.6212766807750386
seven_day_first,49,focused,staggered_reset,2,13,10876,7021,3855,8688,5416,479,278,0.577891156462585,0.0,1.0,0.6493651509541151
weighted_score,49,focused,staggered_reset,2,13,10683,7021,3662,8626,5439,421,168,0.5366496598639455,0.0,1.0,0.6303822923333032
reset_aware_weekly_priority,49,focused,staggered_reset,2,13,10910,7021,3889,8751,5508,530,303,0.5721938775510204,0.0,1.0,0.6479725122457215
reset_stagger_pressure,49,focused,staggered_reset,2,13,10876,7021,3855,8685,5454,674,497,0.521343537414966,0.0,1.0,0.6605362926428331
reset_near_expiry_reserve,49,focused,staggered_reset,2,13,10964,7021,3943,8828,5505,587,341,0.5150510204081633,0.0,1.0,0.6362222270800234
five_hour_first,50,focused,same_reset,2,12,10882,6487,4395,8498,4576,344,19,0.4297619047619048,0.0,1.0,0.5065293669813087
seven_day_first,50,focused,same_reset,2,12,10722,6487,4235,8293,4676,1440,815,0.39965986394557823,0.0,1.0,0.5761279404447075
weighted_score,50,focused,same_reset,2,12,10793,6487,4306,8419,4631,590,277,0.42950680272108843,0.0,1.0,0.5627230499818607
reset_aware_weekly_priority,50,focused,same_reset,2,12,10914,6487,4427,8609,4700,783,395,0.44285714285714284,0.0,1.0,0.563687632768612
reset_stagger_pressure,50,focused,same_reset,2,12,10762,6487,4275,8516,4690,361,112,0.4425170068027211,0.0,1.0,0.5469678316535526
reset_near_expiry_reserve,50,focused,same_reset,2,12,10561,6487,4074,8188,4633,233,57,0.4453231292517007,0.0,1.0,0.5511858030734793
five_hour_first,51,focused,same_reset,3,33,12846,12447,399,9532,9192,0,0,0.9162131519274466,0.0,1.0,1.0566359506185563
seven_day_first,51,focused,same_reset,3,33,13094,12447,647,9637,9056,0,0,0.9339002267573688,0.0,1.0,1.0407020892971193
weighted_score,51,focused,same_reset,3,33,12680,12447,233,9313,9226,35,11,0.9819727891156547,0.0,1.0,1.0006346534011659
reset_aware_weekly_priority,51,focused,same_reset,3,33,13007,12447,560,9624,9129,0,0,0.9465419501133827,0.0,1.0,1.0493232184724637
reset_stagger_pressure,51,focused,same_reset,3,33,12974,12418,556,9626,9070,0,0,0.8373015873015915,0.002867785001665608,0.9979721697783371,1.0295805594316634
reset_near_expiry_reserve,51,focused,same_reset,3,33,12675,12148,527,9384,8857,1,1,0.8337301587301688,0.029567852258552227,0.9790923711628557,1.0257231474527664
five_hour_first,52,focused,same_reset,3,31,22801,8867,13934,17513,6361,2077,10,0.22602040816326252,0.0,1.0,0.2868153911703572
seven_day_first,52,focused,same_reset,3,31,22905,8867,14038,17720,6307,2985,689,0.1982993197278904,0.0,1.0,0.3062188799095185
weighted_score,52,focused,same_reset,3,31,23062,8867,14195,17934,6299,2709,340,0.2026077097505653,0.0,1.0,0.2912287168098827
reset_aware_weekly_priority,52,focused,same_reset,3,31,23288,8867,14421,17742,6237,2692,380,0.23015873015873106,0.0,1.0,0.29529359465690125
reset_stagger_pressure,52,focused,same_reset,3,31,23529,8867,14662,18227,6367,2870,640,0.19750566893423677,0.0,1.0,0.2968051119936651
reset_near_expiry_reserve,52,focused,same_reset,3,31,22821,8867,13954,17604,6371,2596,460,0.19580498866212798,0.0,1.0,0.302062491369776
five_hour_first,53,focused,same_reset,3,26,7289,7289,0,5167,5167,0,0,1.0,0.16504385270790806,0.8119011720049493,1.064685731929704
seven_day_first,53,focused,same_reset,3,26,7334,7334,0,5068,5068,5,5,1.0,0.007925499920768351,0.7997530378786287,1.079182753795786
weighted_score,53,focused,same_reset,3,26,7245,7245,0,5166,5166,0,0,1.0,0.05002038061346593,0.7945231684267506,1.0744502787813284
reset_aware_weekly_priority,53,focused,same_reset,3,26,7128,7128,0,5173,5173,7,7,0.9988662131519269,0.019976847248410055,0.7785714355821348,1.0756780529376808
reset_stagger_pressure,53,focused,same_reset,3,26,7120,7120,0,5164,5164,0,0,1.0,0.17483212042194726,0.7949792337795348,1.0620147113357588
reset_near_expiry_reserve,53,focused,same_reset,3,26,7397,7397,0,5291,5291,0,0,0.9523809523809957,0.18174903797272063,0.8250656608054084,1.0567126146642283
five_hour_first,54,focused,staggered_reset,2,22,14830,6921,7909,11635,4889,1039,16,0.3869047619047619,0.0,1.0,0.3791592654812521
seven_day_first,54,focused,staggered_reset,2,22,14747,6921,7826,11568,4744,1480,451,0.3570578231292517,0.0,1.0,0.40770165659784613
weighted_score,54,focused,staggered_reset,2,22,14825,6921,7904,11625,4847,1105,119,0.3814625850340136,0.0,1.0,0.38848581815730654
reset_aware_weekly_priority,54,focused,staggered_reset,2,22,15345,6921,8424,11878,4670,1172,71,0.3656462585034014,0.0,1.0,0.3633585392587864
reset_stagger_pressure,54,focused,staggered_reset,2,22,14585,6921,7664,11325,4778,1110,241,0.3528061224489796,0.0,1.0,0.40328031775571066
reset_near_expiry_reserve,54,focused,staggered_reset,2,22,14917,6921,7996,11580,4737,1156,193,0.3643707482993197,0.0,1.0,0.3887138461591955
five_hour_first,55,focused,same_reset,2,20,14947,6567,8380,11547,4226,1053,15,0.19651360544217686,0.0,1.0,0.31534480507404583
seven_day_first,55,focused,same_reset,2,20,14725,6567,8158,11431,4236,3238,988,0.18401360544217688,0.0,1.0,0.3537340106757715
weighted_score,55,focused,same_reset,2,20,15033,6567,8466,11720,4324,1624,467,0.19362244897959183,0.0,1.0,0.3470097265222857
reset_aware_weekly_priority,55,focused,same_reset,2,20,15114,6567,8547,11819,4268,2495,773,0.1886904761904762,0.0,1.0,0.3450915176048379
reset_stagger_pressure,55,focused,same_reset,2,20,14963,6567,8396,11517,4284,1308,185,0.1858843537414966,0.0,1.0,0.3304127317194827
reset_near_expiry_reserve,55,focused,same_reset,2,20,14863,6567,8296,11570,4269,1258,155,0.18571428571428572,0.0,1.0,0.3291290694743643
five_hour_first,56,focused,staggered_reset,3,26,12103,10044,2059,9164,7202,146,3,0.7307256235827704,0.0,1.0,0.769675930951078
seven_day_first,56,focused,staggered_reset,3,26,12409,10044,2365,9443,7602,255,121,0.7526643990929675,0.0,1.0,0.8207154759724685
weighted_score,56,focused,staggered_reset,3,26,12887,10044,2843,9741,7460,182,63,0.6937641723355955,0.0,1.0,0.7655131195494297
reset_aware_weekly_priority,56,focused,staggered_reset,3,26,12406,10044,2362,9400,7495,211,99,0.7438208616779914,0.0,1.0,0.8164739005873769
reset_stagger_pressure,56,focused,staggered_reset,3,26,12433,10044,2389,9281,7060,299,236,0.6787981859410432,0.0,1.0,0.8323986434113957
reset_near_expiry_reserve,56,focused,staggered_reset,3,26,12425,10044,2381,9356,7211,432,336,0.6313492063492078,0.0,1.0,0.8267593506695966
five_hour_first,57,focused,staggered_reset,3,28,20834,12957,7877,17212,10180,370,13,0.4933106575963775,0.0,1.0,0.5461682507454508
seven_day_first,57,focused,staggered_reset,3,28,20142,12957,7185,16583,10210,1096,823,0.5671768707483003,0.0,1.0,0.6644002882528491
weighted_score,57,focused,staggered_reset,3,28,20760,12957,7803,17035,10011,419,221,0.5739795918367395,0.0,1.0,0.6183944502542555
reset_aware_weekly_priority,57,focused,staggered_reset,3,28,20615,12957,7658,16842,10040,721,427,0.53514739229026,0.0,1.0,0.6252143721991668
reset_stagger_pressure,57,focused,staggered_reset,3,28,20903,12957,7946,17237,10097,644,382,0.45657596371883674,0.0,1.0,0.6042798845286519
reset_near_expiry_reserve,57,focused,staggered_reset,3,28,21005,12957,8048,17253,10022,432,205,0.4376417233560241,0.0,1.0,0.5836814060671702
five_hour_first,58,focused,staggered_reset,3,28,13512,9948,3564,10594,7374,236,17,0.6017573696144971,0.0,1.0,0.6702069221752129
seven_day_first,58,focused,staggered_reset,3,28,13875,9948,3927,10891,7556,1024,730,0.5883786848072498,0.0,1.0,0.7323458652818734
weighted_score,58,focused,staggered_reset,3,28,13585,9948,3637,10743,7509,559,304,0.6000566893423939,0.0,1.0,0.7249710065854668
reset_aware_weekly_priority,58,focused,staggered_reset,3,28,13862,9948,3914,10872,7443,929,624,0.5878684807256142,0.0,1.0,0.7249826744065927
reset_stagger_pressure,58,focused,staggered_reset,3,28,13889,9948,3941,10864,7568,960,701,0.5591269841269817,0.0,1.0,0.7301442845644269
reset_near_expiry_reserve,58,focused,staggered_reset,3,28,13693,9948,3745,10820,7653,645,500,0.5856575963718808,0.0,1.0,0.7493504667941474
five_hour_first,59,focused,staggered_reset,2,18,9040,8160,880,7203,6407,1,1,0.7481292517006802,0.02806297056810403,0.971937029431896,0.9605812508796772
seven_day_first,59,focused,staggered_reset,2,18,9323,8488,835,7540,6779,481,430,0.7943877551020408,0.0,1.0,0.9685706974533469
weighted_score,59,focused,staggered_reset,2,18,9200,8488,712,7472,6863,231,173,0.8018707482993197,0.0,1.0,0.9657355561057951
reset_aware_weekly_priority,59,focused,staggered_reset,2,18,9187,8488,699,7254,6607,342,313,0.8316326530612245,0.0,1.0,0.988954955449344
reset_stagger_pressure,59,focused,staggered_reset,2,18,9043,8488,555,7163,6684,512,482,0.8128401360544217,0.0,1.0,1.0049102134208359
reset_near_expiry_reserve,59,focused,staggered_reset,2,18,9179,8488,691,7355,6704,451,435,0.816921768707483,0.0,1.0,0.9932229821050246
five_hour_first,60,focused,staggered_reset,2,18,12828,9436,3392,10418,7310,359,15,0.5368197278911565,0.0,1.0,0.6574647616689253
seven_day_first,60,focused,staggered_reset,2,18,12542,9436,3106,10124,7224,1501,889,0.4922619047619048,0.0,1.0,0.7303584098526414
weighted_score,60,focused,staggered_reset,2,18,12366,9436,2930,9875,7164,617,336,0.5413265306122449,0.0,1.0,0.7426984135243063
reset_aware_weekly_priority,60,focused,staggered_reset,2,18,12153,9436,2717,9810,7223,805,473,0.5869897959183673,0.0,1.0,0.7667034917290939
reset_stagger_pressure,60,focused,staggered_reset,2,18,12766,9254,3512,10388,7053,442,149,0.47967687074829934,0.013893129770992385,0.9861068702290077,0.6675435437485655
reset_near_expiry_reserve,60,focused,staggered_reset,2,18,12528,9075,3453,10082,6879,356,113,0.4866496598639456,0.027557251908396974,0.972442748091603,0.6642478969697716
five_hour_first,61,focused,staggered_reset,3,32,24972,13983,10989,18596,9392,932,15,0.3996031746031909,0.0,1.0,0.46455152085482887
seven_day_first,61,focused,staggered_reset,3,32,25853,13983,11870,19381,9473,3939,2015,0.2893424036281135,0.0,1.0,0.48965093525644054
weighted_score,61,focused,staggered_reset,3,32,25198,13983,11215,19034,9478,1787,475,0.37392290249434534,0.0,1.0,0.4851635053407539
reset_aware_weekly_priority,61,focused,staggered_reset,3,32,25584,13983,11601,19191,9531,2088,781,0.358786848072571,0.0,1.0,0.4901452383856921
reset_stagger_pressure,61,focused,staggered_reset,3,32,25268,13983,11285,19066,9493,1349,310,0.3552721088435336,0.0,1.0,0.47689049108478443
reset_near_expiry_reserve,61,focused,staggered_reset,3,32,25757,13983,11774,19397,9300,1209,214,0.3498866213151857,0.0,1.0,0.4576457889677875
five_hour_first,62,focused,same_reset,3,25,19818,8762,11056,14873,5885,1028,11,0.36303854875283553,0.0,1.0,0.3521917102483184
seven_day_first,62,focused,same_reset,3,25,19656,8762,10894,14573,5853,2036,823,0.34863945578231686,0.0,1.0,0.4011547976912908
weighted_score,62,focused,same_reset,3,25,19388,8762,10626,14366,5819,1321,184,0.3675736961451258,0.0,1.0,0.3772384786837578
reset_aware_weekly_priority,62,focused,same_reset,3,25,19744,8762,10982,14697,5918,1383,282,0.3577664399092976,0.0,1.0,0.3776551814888008
reset_stagger_pressure,62,focused,same_reset,3,25,19330,8762,10568,14448,6057,1059,195,0.36768707482993607,0.0,1.0,0.387731252149263
reset_near_expiry_reserve,62,focused,same_reset,3,25,19625,8762,10863,14720,5974,1060,199,0.3682539682539723,0.0,1.0,0.3800138834980954
five_hour_first,63,focused,same_reset,2,21,17848,6370,11478,14142,3975,1419,25,0.1550170068027211,0.0,1.0,0.23251987351798914
seven_day_first,63,focused,same_reset,2,21,17026,6370,10656,13608,4073,4145,875,0.15229591836734693,0.0,1.0,0.2714547211687709
weighted_score,63,focused,same_reset,2,21,17008,6370,10638,13528,4036,1943,528,0.14787414965986395,0.0,1.0,0.2779808559477698
reset_aware_weekly_priority,63,focused,same_reset,2,21,17360,6370,10990,14085,4161,2961,453,0.15340136054421769,0.0,1.0,0.2590290783841237
reset_stagger_pressure,63,focused,same_reset,2,21,17396,6370,11026,13946,4010,1600,184,0.15187074829931974,0.0,1.0,0.2513898154041976
reset_near_expiry_reserve,63,focused,same_reset,2,21,17455,6370,11085,13946,4137,1478,63,0.1657312925170068,0.0,1.0,0.24688710291500734
five_hour_first,64,focused,same_reset,3,30,22738,11003,11735,18556,7682,1811,23,0.29019274376416926,0.0,1.0,0.37217211455296706
seven_day_first,64,focused,same_reset,3,30,22684,11003,11681,18358,8029,3277,1217,0.26065759637187785,0.0,1.0,0.4182119080132303
