policy,trial_id,scenario_mode,reset_pattern,account_count,user_count,total_demand,served_demand,denied_demand,peak_total_demand,peak_served_demand,migrated_requests,migration_successes,peak_useful_five_hour,weekly_drift,mean_seven_day_utilization,objective_score
reset_aware_weekly_priority,9,focused,staggered_reset,3,23,12670,12519,151,9835,9684,91,34,0.978571428571429,0.05118560605095596,0.8827968405742525,0.9925726097462604
reset_stagger_pressure,9,focused,staggered_reset,3,23,12751,12527,224,9708,9484,228,140,0.8638321995465555,0.14158197880784593,0.8889874157283709,0.9888240852951973
reset_near_expiry_reserve,9,focused,staggered_reset,3,23,12630,12372,258,9747,9550,138,56,0.8544784580499446,0.14725466703266024,0.8790074366077877,0.959858995159679
five_hour_first,10,focused,same_reset,3,24,14130,9454,4676,10570,6738,82,7,0.4982426303854912,0.0,1.0,0.5960272745918962
seven_day_first,10,focused,same_reset,3,24,14179,9454,4725,10583,6892,749,604,0.5195578231292483,0.0,1.0,0.6886598454964231
weighted_score,10,focused,same_reset,3,24,13906,9454,4452,10259,6842,312,215,0.5207482993197283,0.0,1.0,0.6875972789453559
reset_aware_weekly_priority,10,focused,same_reset,3,24,14267,9454,4813,10671,6985,537,373,0.5053287981859417,0.0,1.0,0.6714197141058729
reset_stagger_pressure,10,focused,same_reset,3,24,14394,9454,4940,10605,6628,234,103,0.4374149659864097,0.0,1.0,0.6175202672393051
reset_near_expiry_reserve,10,focused,same_reset,3,24,14257,9454,4803,10740,6739,212,62,0.4338435374149791,0.0,1.0,0.6038795003149221
five_hour_first,11,focused,same_reset,2,18,13012,8607,4405,10234,6111,835,23,0.4479591836734694,0.0,1.0,0.5642261555377918
seven_day_first,11,focused,same_reset,2,18,12718,8607,4111,10071,6301,2121,1058,0.4445578231292517,0.0,1.0,0.6382747159149549
weighted_score,11,focused,same_reset,2,18,12363,8607,3756,9779,6184,1169,385,0.49200680272108843,0.0,1.0,0.6395926480277851
reset_aware_weekly_priority,11,focused,same_reset,2,18,12515,8607,3908,9815,6212,1595,721,0.4477891156462585,0.0,1.0,0.6421589418919198
reset_stagger_pressure,11,focused,same_reset,2,18,12957,8607,4350,10149,6116,1064,210,0.4441326530612245,0.0,1.0,0.5873816846488414
reset_near_expiry_reserve,11,focused,same_reset,2,18,12488,8607,3881,9844,6183,833,81,0.5087585034013605,0.0,1.0,0.6088169529421125
five_hour_first,12,focused,staggered_reset,3,22,15557,14047,1510,12046,10824,4,1,0.7691609977324003,0.0,1.0,0.882453723077153
seven_day_first,12,focused,staggered_reset,3,22,15322,14047,1275,11876,10662,57,57,0.8620748299319716,0.0,1.0,0.995672600180659
weighted_score,12,focused,staggered_reset,3,22,15717,14047,1670,12040,10561,27,27,0.8125283446712119,0.0,1.0,0.967274663647397
reset_aware_weekly_priority,12,focused,staggered_reset,3,22,15584,14047,1537,11949,10599,11,11,0.8207482993197386,0.0,1.0,0.9762770642168461
reset_stagger_pressure,12,focused,staggered_reset,3,22,15843,14047,1796,12209,10650,17,17,0.7077097505668851,0.0,1.0,0.9446410860658376
reset_near_expiry_reserve,12,focused,staggered_reset,3,22,15705,14047,1658,12050,10592,23,23,0.6761337868480762,0.0,1.0,0.9464283367962035
five_hour_first,13,focused,same_reset,3,18,11567,8039,3528,8334,5405,9,0,0.5897959183673569,0.0,1.0,0.6198282977345384
seven_day_first,13,focused,same_reset,3,18,11346,8039,3307,8203,5521,680,373,0.5401360544217705,0.0,1.0,0.693448849532199
weighted_score,13,focused,same_reset,3,18,11666,8039,3627,8415,5398,158,135,0.5448412698412715,0.0,1.0,0.7093881587571106
reset_aware_weekly_priority,13,focused,same_reset,3,18,11530,8039,3491,8390,5522,416,187,0.5681972789115654,0.0,1.0,0.6745824882415874
reset_stagger_pressure,13,focused,same_reset,3,18,11489,8039,3450,8367,5448,95,90,0.5428004535147551,0.0,1.0,0.7296930308268361
reset_near_expiry_reserve,13,focused,same_reset,3,18,11783,8039,3744,8556,5436,58,37,0.5506235827664507,0.0,1.0,0.678252121761684
five_hour_first,14,focused,same_reset,3,31,35650,12000,23650,28843,7989,3215,25,0.15215419501133998,0.0,1.0,0.21706813436662903
seven_day_first,14,focused,same_reset,3,31,35580,12000,23580,29064,8366,5934,1844,0.15697278911564785,0.0,1.0,0.2578663305158527
weighted_score,14,focused,same_reset,3,31,34967,12000,22967,28693,8307,4046,669,0.15907029478458204,0.0,1.0,0.24491904495752598
reset_aware_weekly_priority,14,focused,same_reset,3,31,35316,12000,23316,28977,8371,4696,1116,0.1667800453514755,0.0,1.0,0.2525373660629495
reset_stagger_pressure,14,focused,same_reset,3,31,35626,12000,23626,29091,8040,3634,465,0.16122448979591963,0.0,1.0,0.23289938319724726
reset_near_expiry_reserve,14,focused,same_reset,3,31,35616,12000,23616,29006,7933,3427,365,0.1603741496598652,0.0,1.0,0.22938414222601045
five_hour_first,15,focused,staggered_reset,2,18,18749,5513,13236,15013,3752,1084,20,0.15127551020408164,0.0,1.0,0.18369938175445077
seven_day_first,15,focused,staggered_reset,2,18,19307,5513,13794,15526,3726,3268,999,0.12746598639455783,0.0,1.0,0.20611025094529054
weighted_score,15,focused,staggered_reset,2,18,19390,5513,13877,15601,3742,1804,488,0.14090136054421767,0.0,1.0,0.2032418663930312
reset_aware_weekly_priority,15,focused,staggered_reset,2,18,19164,5513,13651,15616,3789,2450,714,0.1380952380952381,0.0,1.0,0.20821577442207212
reset_stagger_pressure,15,focused,staggered_reset,2,18,18950,5513,13437,15413,3742,2570,672,0.13860544217687074,0.0,1.0,0.20676148214753645
reset_near_expiry_reserve,15,focused,staggered_reset,2,18,19231,5513,13718,15576,3674,2413,740,0.125,0.0,1.0,0.20530036209557131
five_hour_first,16,focused,staggered_reset,3,31,20703,9838,10865,15282,6175,1027,30,0.17012471655329506,0.0,1.0,0.3465683898723365
seven_day_first,16,focused,staggered_reset,3,31,20677,9838,10839,15321,6309,4346,2002,0.16014739229025507,0.0,1.0,0.39943082614402065
weighted_score,16,focused,staggered_reset,3,31,20872,9838,11034,15393,6289,1860,861,0.18639455782313033,0.0,1.0,0.4001767054832176
reset_aware_weekly_priority,16,focused,staggered_reset,3,31,21027,9838,11189,15613,6345,2626,1174,0.17755102040816814,0.0,1.0,0.3940562052214459
reset_stagger_pressure,16,focused,staggered_reset,3,31,20467,9838,10629,15070,6173,2005,962,0.17596371882086514,0.0,1.0,0.40663603489138395
reset_near_expiry_reserve,16,focused,staggered_reset,3,31,21066,9838,11228,15573,6284,1715,606,0.16485260770975518,0.0,1.0,0.37937966164913384
five_hour_first,17,focused,staggered_reset,3,25,16270,12380,3890,12951,9514,86,8,0.6094104308390119,0.0,1.0,0.7008169687137342
seven_day_first,17,focused,staggered_reset,3,25,16351,12380,3971,12944,9599,1480,743,0.5861111111111035,0.0,1.0,0.7459217003888649
weighted_score,17,focused,staggered_reset,3,25,16019,12380,3639,12691,9700,717,226,0.6585600907029487,0.0,1.0,0.7516462362875611
reset_aware_weekly_priority,17,focused,staggered_reset,3,25,16260,12380,3880,12958,9742,1097,483,0.5742630385487597,0.0,1.0,0.7423152767090899
reset_stagger_pressure,17,focused,staggered_reset,3,25,15735,12380,3355,12416,9576,421,357,0.657766439909279,0.0,1.0,0.8261834741033449
reset_near_expiry_reserve,17,focused,staggered_reset,3,25,15767,12380,3387,12323,9479,241,209,0.5998866213151917,0.0,1.0,0.8176260944658045
five_hour_first,18,focused,staggered_reset,2,19,15155,7537,7618,12191,5395,833,18,0.4011054421768708,0.0,1.0,0.40787490255858383
seven_day_first,18,focused,staggered_reset,2,19,15081,7537,7544,11971,5476,1916,905,0.35799319727891155,0.0,1.0,0.4610472495908673
weighted_score,18,focused,staggered_reset,2,19,15091,7537,7554,12016,5430,1202,316,0.39608843537414967,0.0,1.0,0.4401415968731397
reset_aware_weekly_priority,18,focused,staggered_reset,2,19,15091,7537,7554,12104,5512,1383,403,0.3806122448979592,0.0,1.0,0.44213220117144425
reset_stagger_pressure,18,focused,staggered_reset,2,19,15471,7537,7934,12347,5394,1420,441,0.36581632653061225,0.0,1.0,0.42890351110970726
reset_near_expiry_reserve,18,focused,staggered_reset,2,19,15444,7537,7907,12390,5433,1656,689,0.3572278911564626,0.0,1.0,0.4412068031939598
five_hour_first,19,focused,same_reset,2,19,6901,6621,280,5268,4988,105,1,0.9517857142857142,0.06695767050040274,0.8674586953239054,0.912377569089363
seven_day_first,19,focused,same_reset,2,19,6864,6576,288,5189,4901,150,30,0.9455782312925171,0.0031019786397129545,0.8527945315889273,0.937597179234356
weighted_score,19,focused,same_reset,2,19,6955,6627,328,5326,4998,144,17,0.9466836734693878,0.018702172505241976,0.8615625687703297,0.9222072942503168
reset_aware_weekly_priority,19,focused,same_reset,2,19,6617,6375,242,5029,4787,118,27,0.9493197278911565,0.005903628771354585,0.8271288622033746,0.9443601090731174
reset_stagger_pressure,19,focused,same_reset,2,19,6713,6383,330,5164,4834,157,34,0.9150510204081632,0.15167387838761104,0.848326121612389,0.912411286934344
reset_near_expiry_reserve,19,focused,same_reset,2,19,6611,6339,272,4973,4701,111,12,0.8832482993197279,0.1566841266226372,0.8433158733773628,0.901038268913374
five_hour_first,20,focused,same_reset,2,17,8285,8198,87,6402,6342,0,0,0.8443027210884354,0.0,1.0,1.0657662527505467
seven_day_first,20,focused,same_reset,2,17,8029,8029,0,6161,6161,5,5,0.9995748299319728,0.010765812088881777,0.9809532056152872,1.096950712141756
weighted_score,20,focused,same_reset,2,17,8122,8113,9,6363,6363,0,0,0.9628401360544218,0.009050255536626917,0.990949744463373,1.0915573477606186
reset_aware_weekly_priority,20,focused,same_reset,2,17,8296,8197,99,6305,6272,24,14,0.9750850340136055,0.00010647359454857286,0.9998935264054514,1.0370233819445431
reset_stagger_pressure,20,focused,same_reset,2,17,7873,7849,24,5925,5922,5,3,0.8470238095238095,0.037159284497444656,0.9628407155025553,1.0180500500796517
reset_near_expiry_reserve,20,focused,same_reset,2,17,8300,7956,344,6317,5995,0,0,0.7864795918367347,0.02576660988074958,0.9742333901192504,1.0196949581554546
five_hour_first,21,focused,same_reset,3,27,27054,12989,14065,21983,9059,1891,45,0.22488662131518822,0.0,1.0,0.3601354245132014
seven_day_first,21,focused,same_reset,3,27,26777,12989,13788,22036,9398,5187,2295,0.23078231292516585,0.0,1.0,0.41871452212839533
weighted_score,21,focused,same_reset,3,27,26638,12989,13649,21844,9328,2666,923,0.2367346938775467,0.0,1.0,0.40985058560743887
reset_aware_weekly_priority,21,focused,same_reset,3,27,27115,12989,14126,22407,9466,3399,1233,0.25600907029477826,0.0,1.0,0.40823000372387774
reset_stagger_pressure,21,focused,same_reset,3,27,26292,12989,13303,21643,9309,2318,562,0.24710884353741036,0.0,1.0,0.40396398655820226
reset_near_expiry_reserve,21,focused,same_reset,3,27,26563,12989,13574,21971,9311,2146,283,0.24722222222221885,0.0,1.0,0.3856889501352856
five_hour_first,22,focused,staggered_reset,2,17,11732,6641,5091,9392,4975,398,14,0.3473639455782313,0.0,1.0,0.4696675353609914
seven_day_first,22,focused,staggered_reset,2,17,12180,6641,5539,9831,4905,1098,575,0.31726190476190474,0.0,1.0,0.5013306388504364
weighted_score,22,focused,staggered_reset,2,17,12051,6641,5410,9715,4922,740,296,0.3379251700680272,0.0,1.0,0.49572604428559763
reset_aware_weekly_priority,22,focused,staggered_reset,2,17,11947,6641,5306,9571,4909,945,517,0.3239795918367347,0.0,1.0,0.5159990927203888
reset_stagger_pressure,22,focused,staggered_reset,2,17,12026,6641,5385,9745,5010,1154,694,0.32321428571428573,0.0,1.0,0.5204901210451103
reset_near_expiry_reserve,22,focused,staggered_reset,2,17,11787,6641,5146,9662,4995,1047,571,0.308843537414966,0.0,1.0,0.5192699464807965
five_hour_first,23,focused,staggered_reset,2,16,5264,5264,0,3885,3885,0,0,0.9429421768707483,0.1802902277736958,0.8197097722263043,1.0548127027445804
seven_day_first,23,focused,staggered_reset,2,16,5172,5172,0,3872,3872,0,0,1.0,0.013028230537161511,0.7222493914482563,1.0709221160911093
weighted_score,23,focused,staggered_reset,2,16,5339,5339,0,3915,3915,0,0,1.0,0.0740056921789305,0.7762466914441767,1.0702240999265247
reset_aware_weekly_priority,23,focused,staggered_reset,2,16,5276,5276,0,3884,3884,0,0,1.0,0.06490105960324943,0.7629172241881135,1.0698016164584865
reset_stagger_pressure,23,focused,staggered_reset,2,16,5335,5335,0,4045,4045,0,0,0.8564625850340136,0.1737692872887583,0.8262307127112417,1.0422801561476904
reset_near_expiry_reserve,23,focused,staggered_reset,2,16,5090,5090,0,3905,3905,0,0,0.833843537414966,0.19627112417340192,0.8037288758265981,1.0341607411517142
five_hour_first,24,focused,staggered_reset,2,17,16862,6218,10644,13920,4103,2019,19,0.1846938775510204,0.0,1.0,0.24773707220953406
seven_day_first,24,focused,staggered_reset,2,17,16641,6218,10423,13916,4084,4153,850,0.16420068027210885,0.0,1.0,0.2705415746398515
weighted_score,24,focused,staggered_reset,2,17,17109,6218,10891,13992,4066,2512,483,0.1693027210884354,0.0,1.0,0.2626694302488757
reset_aware_weekly_priority,24,focused,staggered_reset,2,17,17009,6218,10791,14084,4121,3352,701,0.1560374149659864,0.0,1.0,0.2644960361720582
reset_stagger_pressure,24,focused,staggered_reset,2,17,17199,6218,10981,14379,4181,2287,182,0.17083333333333334,0.0,1.0,0.2482645820550067
reset_near_expiry_reserve,24,focused,staggered_reset,2,17,17402,6218,11184,14412,4114,1438,81,0.17423469387755103,0.0,1.0,0.24180936394643857
five_hour_first,25,focused,same_reset,3,22,19374,11295,8079,15103,8124,751,21,0.43441043083901637,0.0,1.0,0.4956917636952444
seven_day_first,25,focused,same_reset,3,22,19675,11295,8380,15308,8100,3594,1482,0.37142857142858804,0.0,1.0,0.5235804137520936
weighted_score,25,focused,same_reset,3,22,19610,11295,8315,15117,8048,2050,440,0.40476190476191615,0.0,1.0,0.5073408493885896
reset_aware_weekly_priority,25,focused,same_reset,3,22,19501,11295,8206,15107,8168,2244,538,0.4052154195011471,0.0,1.0,0.5149121341693202
reset_stagger_pressure,25,focused,same_reset,3,22,19299,11295,8004,14980,7995,934,194,0.4206916099773349,0.0,1.0,0.5152125565716552
reset_near_expiry_reserve,25,focused,same_reset,3,22,19061,11295,7766,14894,7972,868,110,0.4182539682539796,0.0,1.0,0.510096891876634
five_hour_first,26,focused,staggered_reset,2,22,22127,7792,14335,17807,5002,2304,24,0.1630952380952381,0.0,1.0,0.22994782304082628
seven_day_first,26,focused,staggered_reset,2,22,21726,7792,13934,17374,5081,4997,1145,0.16071428571428573,0.0,1.0,0.2633074762227976
weighted_score,26,focused,staggered_reset,2,22,22206,7792,14414,17685,4945,2746,532,0.16062925170068026,0.0,1.0,0.2503893051310131
reset_aware_weekly_priority,26,focused,staggered_reset,2,22,22197,7792,14405,17770,5045,2978,405,0.15433673469387754,0.0,1.0,0.24382901852068134
reset_stagger_pressure,26,focused,staggered_reset,2,22,21838,7792,14046,17413,4887,2246,205,0.1564625850340136,0.0,1.0,0.24140425803763144
reset_near_expiry_reserve,26,focused,staggered_reset,2,22,22259,7792,14467,17862,4901,2402,281,0.16156462585034015,0.0,1.0,0.2392406547993108
five_hour_first,27,focused,same_reset,3,27,9014,8326,688,6676,6168,14,5,0.7555555555555031,0.028317586054584936,0.9799764428739693,0.9087619330417802
seven_day_first,27,focused,same_reset,3,27,8950,8547,403,6691,6343,453,436,0.8258503401360311,0.0,1.0,1.0241123758561141
weighted_score,27,focused,same_reset,3,27,8932,8470,462,6682,6395,81,80,0.8410997732425929,0.009866308263362168,0.9930234665216998,1.026455868882352
reset_aware_weekly_priority,27,focused,same_reset,3,27,8920,8547,373,6549,6226,165,164,0.8167800453514323,0.0,1.0,1.0292353734760589
reset_stagger_pressure,27,focused,same_reset,3,27,8886,8169,717,6484,6010,62,48,0.7448412698412147,0.04843460420195977,0.9657515629247078,0.951851609227843
reset_near_expiry_reserve,27,focused,same_reset,3,27,9270,8234,1036,6918,6110,11,10,0.6768140589569458,0.040105902421199484,0.9716408444323639,0.9262054407168775
five_hour_first,28,focused,staggered_reset,3,30,18848,12830,6018,14928,9229,1039,19,0.3886621315192888,0.0,1.0,0.5718900896713593
seven_day_first,28,focused,staggered_reset,3,30,19026,12830,6196,15012,9379,3345,1785,0.3243197278911471,0.0,1.0,0.6214481201801026
weighted_score,28,focused,staggered_reset,3,30,18590,12830,5760,14494,9255,1618,493,0.3964852607709978,0.0,1.0,0.6194600448931734
reset_aware_weekly_priority,28,focused,staggered_reset,3,30,19124,12830,6294,14928,9219,2323,931,0.37845804988663256,0.0,1.0,0.6098641101269472
reset_stagger_pressure,28,focused,staggered_reset,3,30,19650,12830,6820,15639,9314,2690,1261,0.35136054421768026,0.0,1.0,0.5959534373760871
reset_near_expiry_reserve,28,focused,staggered_reset,3,30,18909,12830,6079,14790,9209,2283,1127,0.33928571428570586,0.0,1.0,0.6209966751011914
five_hour_first,29,focused,staggered_reset,3,32,13791,12866,925,10315,9457,0,0,0.8336734693877846,0.015950106485214305,0.9887215715436574,1.0041258593239608
seven_day_first,29,focused,staggered_reset,3,32,13325,13048,277,9901,9769,149,89,0.9757936507936545,0.0,1.0,1.0309166851284821
weighted_score,29,focused,staggered_reset,3,32,13373,12982,391,9972,9669,150,50,0.9403061224489866,0.00578410454958323,0.9959100204498977,0.982218477238337
reset_aware_weekly_priority,29,focused,staggered_reset,3,32,13152,12956,196,9797,9691,137,64,0.9765306122449074,0.008062691190328099,0.9942988163847059,1.018441353672341
reset_stagger_pressure,29,focused,staggered_reset,3,32,13423,13048,375,9886,9670,102,43,0.8823129251700872,0.0,1.0,0.987882563303138
reset_near_expiry_reserve,29,focused,staggered_reset,3,32,13449,12970,479,9982,9657,115,53,0.8673469387755662,0.006835759922234717,0.9951663878044247,0.981063399993798
five_hour_first,30,focused,same_reset,3,20,12696,12011,685,8981,8359,0,0,0.8123582766440253,0.0,1.0,1.0157486471783885
seven_day_first,30,focused,same_reset,3,20,12457,12011,446,8870,8495,13,13,0.9482993197278915,0.0,1.0,1.0568467283668386
weighted_score,30,focused,same_reset,3,20,12497,12011,486,9086,8666,0,0,0.9241496598639751,0.0,1.0,1.0498850704016605
reset_aware_weekly_priority,30,focused,same_reset,3,20,12680,12011,669,9248,8674,11,11,0.9148526077097624,0.0,1.0,1.035044818552152
reset_stagger_pressure,30,focused,same_reset,3,20,12618,12011,607,8958,8436,0,0,0.8078798185941072,0.0,1.0,1.0219535443623986
reset_near_expiry_reserve,30,focused,same_reset,3,20,12847,12011,836,9259,8574,6,6,0.757256235827623,0.0,1.0,0.9986207703049699
five_hour_first,31,focused,staggered_reset,2,14,12602,6858,5744,9860,4634,351,13,0.4229591836734694,0.0,1.0,0.4505154153717664
seven_day_first,31,focused,staggered_reset,2,14,12857,6858,5999,10068,4792,2054,807,0.3498299319727891,0.0,1.0,0.4766205284397714
weighted_score,31,focused,staggered_reset,2,14,12702,6858,5844,10039,4973,811,323,0.4095238095238095,0.0,1.0,0.4966743611159769
reset_aware_weekly_priority,31,focused,staggered_reset,2,14,12867,6858,6009,10119,4834,1341,404,0.4,0.0,1.0,0.47392133348792753
reset_stagger_pressure,31,focused,staggered_reset,2,14,12630,6858,5772,10015,4869,1443,511,0.4157312925170068,0.0,1.0,0.4915186144105192
reset_near_expiry_reserve,31,focused,staggered_reset,2,14,12959,6858,6101,10134,4880,1317,552,0.41079931972789113,0.0,1.0,0.4885968490660875
