policy,trial_id,account_count,user_count,total_demand,served_demand,denied_demand,peak_total_demand,peak_served_demand,migrated_requests,migration_successes,weekly_drift,mean_seven_day_utilization,objective_score
reset_aware_weekly_priority,214,3,8,4022,4022,0,2767,2767,0,0,0.042432484626746717,0.8033342239168353,0.9760901739290089
five_hour_first,215,4,13,4603,4603,0,3241,3241,0,0,0.07443120955501856,0.6104529201967125,0.9536021710641694
seven_day_first,215,4,13,4303,4303,0,2965,2965,0,0,0.003979979067226776,0.557214079539089,0.9553234100471862
weighted_score,215,4,13,4309,4309,0,2874,2874,0,0,0.021898795194270557,0.5595196544659631,0.9537620859271693
reset_aware_weekly_priority,215,4,13,4430,4430,0,3040,3040,0,0,0.032748181552965126,0.5752760013514648,0.95425278197985
five_hour_first,216,5,12,7619,7609,10,5340,5340,6,2,0.05057036773449898,0.8393813820462833,0.877962345688955
seven_day_first,216,5,12,7499,7499,0,5101,5101,35,35,0.0029154047248401683,0.8264530969292266,0.9823537692204386
weighted_score,216,5,12,7353,7353,0,5109,5109,0,0,0.03427160216141272,0.8134880385490408,0.9779216436387628
reset_aware_weekly_priority,216,5,12,7691,7691,0,5327,5327,9,9,0.05453296790738748,0.8540860040416831,0.9799553036134296
five_hour_first,217,7,16,7393,7393,0,5417,5417,0,0,0.07263914282002977,0.48506398088977504,0.9412424838069745
seven_day_first,217,7,16,7373,7373,0,5415,5415,0,0,0.0015566536143201398,0.4691712817753371,0.9467614628161017
weighted_score,217,7,16,7440,7440,0,5304,5304,0,0,0.03221919627747469,0.47703995340729843,0.9444820757129825
reset_aware_weekly_priority,217,7,16,7210,7210,0,5326,5326,0,0,0.051554518215722524,0.4624639999325921,0.9410909481716869
five_hour_first,218,4,10,5195,5195,0,3603,3603,0,0,0.030538341541989936,0.6832813248117731,0.9652742983269783
seven_day_first,218,4,10,5185,5185,0,3570,3570,0,0,0.0034443238032715357,0.6763690686436801,0.9672924744840409
weighted_score,218,4,10,5169,5169,0,3456,3456,0,0,0.032722133735897885,0.678835837090721,0.9646113703354824
reset_aware_weekly_priority,218,4,10,5272,5272,0,3635,3635,0,0,0.0486070657927836,0.6930330157499676,0.9644425949957184
five_hour_first,219,4,12,9348,5693,3655,6667,3871,0,0,0.0,1.0,0.6214603342361764
seven_day_first,219,4,12,9396,5693,3703,6704,4007,12,12,0.0,1.0,0.6235530041982015
weighted_score,219,4,12,9406,5693,3713,6738,4030,0,0,0.0,1.0,0.6232014584073736
reset_aware_weekly_priority,219,4,12,9493,5693,3800,6759,3934,0,0,0.0,1.0,0.6153032228589268
five_hour_first,220,8,9,8481,8481,0,5958,5958,0,0,0.05588990951993464,0.6578359493681729,0.9601946039848238
seven_day_first,220,8,9,8332,8332,0,5756,5756,0,0,0.003961156612668912,0.6443800565328859,0.9640418899920218
weighted_score,220,8,9,8605,8605,0,5897,5897,0,0,0.036559818388148466,0.6665853005337478,0.9630025482145599
reset_aware_weekly_priority,220,8,9,8561,8561,0,5933,5933,0,0,0.05673576059107783,0.6627301251511918,0.9605994364560114
five_hour_first,221,5,18,9986,9443,543,7441,6957,0,0,0.0,1.0,0.9456754561883209
seven_day_first,221,5,18,10323,9443,880,7728,6891,0,0,0.0,1.0,0.9132505608443546
weighted_score,221,5,18,10084,9443,641,7700,7104,0,0,0.0,1.0,0.9361531189952451
reset_aware_weekly_priority,221,5,18,9738,9443,295,7411,7177,0,0,0.0,1.0,0.9709007420680082
five_hour_first,222,7,15,11917,11427,490,8208,7788,0,0,0.0,1.0,0.9584251906583892
seven_day_first,222,7,15,12124,11427,697,8252,7646,0,0,0.0,1.0,0.9413983201217089
weighted_score,222,7,15,12082,11427,655,8237,7675,0,0,0.0,1.0,0.9449938039237643
reset_aware_weekly_priority,222,7,15,11818,11427,391,7842,7529,0,0,0.0,1.0,0.9668620910727606
five_hour_first,223,2,5,2913,2913,0,2151,2151,0,0,0.07918672459003562,0.7471605807991859,0.966797385620915
seven_day_first,223,2,5,3012,2998,14,2237,2223,17,12,0.002217134358733497,0.7564655003718054,0.9264889420437288
weighted_score,223,2,5,2997,2997,0,2249,2249,0,0,0.005323992537800193,0.7550245913401954,0.9749700598802395
reset_aware_weekly_priority,223,2,5,2923,2923,0,2231,2231,11,11,0.020237955461625767,0.7340104105514461,0.971377245508982
five_hour_first,224,2,6,3227,2343,884,2460,1824,30,0,0.0,1.0,0.5936088037669964
seven_day_first,224,2,6,3231,2343,888,2403,1786,26,19,0.0,1.0,0.7030385314014933
weighted_score,224,2,6,3513,2343,1170,2719,1821,48,15,0.0,1.0,0.5811738062936938
reset_aware_weekly_priority,224,2,6,3266,2343,923,2482,1786,5,5,0.0,1.0,0.7320691588130189
five_hour_first,225,4,9,3301,3301,0,2538,2538,0,0,0.04044561370583845,0.618659135244432,0.9578213521538593
seven_day_first,225,4,9,3207,3207,0,2443,2443,0,0,0.0014959097189317196,0.6023937477133912,0.960089783799446
weighted_score,225,4,9,3264,3264,0,2512,2512,0,0,0.02043569955038859,0.6107980601058122,0.9590362360555423
reset_aware_weekly_priority,225,4,9,3225,3225,0,2484,2484,0,0,0.03236341548797848,0.6020757201569449,0.9569712304668967
five_hour_first,226,7,8,3831,3831,0,3014,3014,0,0,0.027490148204806338,0.31230604042364396,0.9284815892218838
seven_day_first,226,7,8,3801,3801,0,2948,2948,0,0,0.0024346243505352586,0.303764527791042,0.9301329903440506
weighted_score,226,7,8,3830,3830,0,2934,2934,0,0,0.017669048106088103,0.3054835740663536,0.9287814525960265
reset_aware_weekly_priority,226,7,8,3810,3810,0,3016,3016,0,0,0.03407216250637089,0.3015327191318869,0.9267460556625516
five_hour_first,227,8,12,7515,7515,0,5069,5069,0,0,0.04229978644358714,0.534650377064197,0.9492350590620611
seven_day_first,227,8,12,7357,7357,0,5010,5010,0,0,0.000661919523798881,0.5156835406772414,0.9515021621153443
weighted_score,227,8,12,7476,7476,0,5160,5160,0,0,0.024748087495344975,0.5283896670647537,0.9503641579569408
reset_aware_weekly_priority,227,8,12,7391,7391,0,5106,5106,0,0,0.043580582172355206,0.5253022969966634,0.9481721714824308
five_hour_first,228,8,13,6185,6185,0,4204,4204,0,0,0.05611594952513683,0.4760062859173813,0.9419890336392245
seven_day_first,228,8,13,6262,6262,0,4322,4322,0,0,0.0017876709276715608,0.4769685023122627,0.9475180831384591
weighted_score,228,8,13,6156,6156,0,4190,4190,0,0,0.027246827404949877,0.46606132999419303,0.9438814502589243
reset_aware_weekly_priority,228,8,13,6094,6094,0,4120,4120,0,0,0.04428881557736865,0.4581468050804567,0.9413857989503088
five_hour_first,229,4,13,9638,5392,4246,6769,3808,0,0,0.0,1.0,0.582257676171085
seven_day_first,229,4,13,9824,5392,4432,6927,3915,0,0,0.0,1.0,0.575496887268767
weighted_score,229,4,13,9486,5392,4094,6752,3982,0,0,0.0,1.0,0.5953294259787185
reset_aware_weekly_priority,229,4,13,10024,5392,4632,6994,3832,0,0,0.0,1.0,0.5635108624631168
five_hour_first,230,7,13,8410,8373,37,6530,6493,21,3,0.0722742679447583,0.8057208131858901,0.8402770198391283
seven_day_first,230,7,13,8421,8394,27,6520,6493,64,53,0.0029179300640938765,0.8082024633138774,0.9514675382239273
weighted_score,230,7,13,8506,8420,86,6514,6428,61,19,0.023651626287328097,0.8107794632482308,0.865056154652929
reset_aware_weekly_priority,230,7,13,8694,8553,141,6794,6653,92,23,0.03209809327064736,0.8243495178552488,0.8501840839228667
five_hour_first,231,8,19,17148,12636,4512,12036,8480,4,2,0.0,1.0,0.6669535073343068
seven_day_first,231,8,19,17152,12636,4516,11913,8390,141,141,0.0,1.0,0.741763123519271
weighted_score,231,8,19,17180,12636,4544,11958,8395,29,29,0.0,1.0,0.7403646007047171
reset_aware_weekly_priority,231,8,19,17178,12636,4542,11944,8363,67,67,0.0,1.0,0.7399604736529231
five_hour_first,232,6,10,7089,7089,0,5190,5190,0,0,0.04844046972000883,0.6912207119225334,0.9642780242202524
seven_day_first,232,6,10,7058,7058,0,5120,5120,0,0,0.0024573031749519038,0.6829748417509552,0.9680517538576003
weighted_score,232,6,10,7071,7071,0,5153,5153,0,0,0.032498529123037426,0.6869664356371395,0.9654467906514103
reset_aware_weekly_priority,232,6,10,7086,7086,0,5073,5073,0,0,0.0510966353955661,0.6901404997518689,0.9639043864356303
five_hour_first,233,3,19,10160,5986,4174,6866,3924,467,1,0.0,1.0,0.45562040830145617
seven_day_first,233,3,19,10133,5986,4147,6957,4102,485,60,0.0,1.0,0.4794823734883509
weighted_score,233,3,19,10131,5986,4145,6991,3976,543,48,0.0,1.0,0.4690442911814223
reset_aware_weekly_priority,233,3,19,9912,5986,3926,6585,3863,473,71,0.0,1.0,0.49191504288337673
five_hour_first,234,7,10,3287,3287,0,2321,2321,0,0,0.03241659309181401,0.31111779468547557,0.9278701201593662
seven_day_first,234,7,10,3254,3254,0,2306,2306,0,0,0.002343489834325927,0.3032963868752951,0.9300952897040969
weighted_score,234,7,10,3287,3287,0,2400,2400,0,0,0.029041451712178586,0.3058424982445716,0.9276801046532394
reset_aware_weekly_priority,234,7,10,3392,3392,0,2387,2387,0,0,0.050007809635332016,0.3148423778287017,0.926483456819337
five_hour_first,235,6,19,5482,5482,0,3947,3947,0,0,0.0822942679078655,0.5380629057477059,0.9455768637839841
seven_day_first,235,6,19,5306,5306,0,3833,3833,0,0,0.0013267158932953893,0.5146017672026127,0.9513275051309318
weighted_score,235,6,19,5288,5288,0,3853,3853,0,0,0.036063902223186915,0.5174802157646289,0.9481416313541442
reset_aware_weekly_priority,235,6,19,5458,5458,0,3997,3997,0,0,0.04763591874581393,0.5359898890640928,0.9488353970318278
five_hour_first,236,4,9,3375,3375,0,2515,2515,0,0,0.10009190169427204,0.5548618566023876,0.9454769954908115
seven_day_first,236,4,9,3535,3535,0,2594,2594,0,0,0.0036494085742998527,0.5488118616737742,0.9545162453099474
weighted_score,236,4,9,3681,3681,0,2743,2743,0,0,0.03046807990191642,0.5781618355920911,0.9547693755690175
reset_aware_weekly_priority,236,4,9,3547,3547,0,2564,2564,0,0,0.04775935674867865,0.5571952353821359,0.9509435878633458
five_hour_first,237,2,5,1687,1687,0,1243,1243,0,0,0.018123283260552903,0.3644940993568297,0.9346370816096278
seven_day_first,237,2,5,1708,1708,0,1245,1245,0,0,0.0019162860456579944,0.3667150825857106,0.9364798796540053
weighted_score,237,2,5,1685,1685,0,1273,1273,0,0,0.003390178832074292,0.3610325364744319,0.9357642357642357
reset_aware_weekly_priority,237,2,5,1689,1689,0,1260,1260,0,0,0.005893504765261071,0.3615378604096167,0.9355644355644356
five_hour_first,238,2,5,6032,3490,2542,4695,2638,442,0,0.0,1.0,0.4454752148993087
seven_day_first,238,2,5,6106,3490,2616,4815,2628,561,73,0.0,1.0,0.4560655787110016
weighted_score,238,2,5,6128,3490,2638,4705,2490,495,35,0.0,1.0,0.4415739978873817
reset_aware_weekly_priority,238,2,5,5983,3490,2493,4800,2718,504,36,0.0,1.0,0.460600369200831
five_hour_first,239,3,5,3239,3239,0,2285,2285,0,0,0.0062587155788164095,0.8572389591913386,0.9850980243612523
seven_day_first,239,3,5,3131,3131,0,2109,2109,0,0,0.0009532554155875666,0.828753421860176,0.9827800166444589
weighted_score,239,3,5,3375,3375,0,2334,2334,0,0,0.00920851612985617,0.8932519114716827,0.9884043395341827
reset_aware_weekly_priority,239,3,5,3199,3199,0,2145,2145,0,0,0.02345185255417782,0.8464339242916851,0.9822982071737507
five_hour_first,240,8,15,6625,6625,0,5141,5141,0,0,0.04305748885300403,0.5888546861865984,0.9545797197333594
seven_day_first,240,8,15,6359,6359,0,5002,5002,0,0,0.002273429069188223,0.563562698040865,0.9561289268971677
weighted_score,240,8,15,6536,6536,0,5085,5085,0,0,0.023998621935235654,0.5808865286650624,0.9556887906729826
reset_aware_weekly_priority,240,8,15,6512,6512,0,4970,4970,0,0,0.04149566015095811,0.5792393398275626,0.9537743679676605
five_hour_first,241,2,11,5509,4164,1345,4280,3163,0,0,0.0,1.0,0.7638525127955444
seven_day_first,241,2,11,5514,4164,1350,4247,3184,73,47,0.0,1.0,0.7126198242262894
weighted_score,241,2,11,5594,4164,1430,4408,3237,76,23,0.0,1.0,0.6500396741842277
reset_aware_weekly_priority,241,2,11,5508,4164,1344,4248,3240,32,25,0.0,1.0,0.73705936588383
five_hour_first,242,3,13,8605,5759,2846,5713,3675,0,0,0.0,1.0,0.6793008737831787
seven_day_first,242,3,13,8480,5759,2721,5681,3707,0,0,0.0,1.0,0.6885206418780908
weighted_score,242,3,13,8500,5759,2741,5643,3660,0,0,0.0,1.0,0.6864183819620353
reset_aware_weekly_priority,242,3,13,8341,5759,2582,5625,3796,0,0,0.0,1.0,0.7020224646658408
five_hour_first,243,4,12,7683,7680,3,5967,5967,0,0,0.028743883851517747,0.9834047109207709,0.9951927519767418
seven_day_first,243,4,12,7891,7835,56,6177,6163,64,64,0.0,1.0,0.9944656971965057
weighted_score,243,4,12,8068,7835,233,6266,6074,0,0,0.0,1.0,0.9721239437649434
reset_aware_weekly_priority,243,4,12,7832,7832,0,6122,6122,8,8,0.0008614311045601216,0.9995026525198939,0.9998641221415334
five_hour_first,244,2,15,11286,3321,7965,8347,2132,386,4,0.0,1.0,0.17139054273425083
seven_day_first,244,2,15,11335,3321,8014,8511,2197,857,405,0.0,1.0,0.24051137464670871
weighted_score,244,2,15,11693,3321,8372,8636,2120,634,172,0.0,1.0,0.20087626600086697
reset_aware_weekly_priority,244,2,15,11548,3321,8227,8569,2066,704,240,0.0,1.0,0.21271936073204814
five_hour_first,245,3,12,8390,4531,3859,5882,3134,0,0,0.0,1.0,0.5612363652427013
seven_day_first,245,3,12,8395,4531,3864,5764,3097,0,0,0.0,1.0,0.5621333406215242
weighted_score,245,3,12,8691,4531,4160,6065,3018,0,0,0.0,1.0,0.5393430516241275
reset_aware_weekly_priority,245,3,12,8255,4531,3724,5719,3113,0,0,0.0,1.0,0.5702971096695014
five_hour_first,246,2,19,12545,2770,9775,8219,1569,783,8,0.0,1.0,0.10382092223067788
seven_day_first,246,2,19,12153,2770,9383,8002,1562,1466,463,0.0,1.0,0.1557231887316608
weighted_score,246,2,19,12216,2770,9446,7998,1526,738,119,0.0,1.0,0.13061267736791404
reset_aware_weekly_priority,246,2,19,12431,2770,9661,8129,1489,973,156,0.0,1.0,0.12582318761470623
five_hour_first,247,7,18,8852,8852,0,5928,5928,0,0,0.09275728785760654,0.8990803623631142,0.9806323074505507
seven_day_first,247,7,18,9004,9004,0,6143,6143,0,0,0.002199959235504033,0.9058335605282751,0.9903633601292772
weighted_score,247,7,18,9075,9075,0,6131,6131,0,0,0.04032108398911639,0.9165529048393505,0.9876231820850234
reset_aware_weekly_priority,247,7,18,8822,8822,0,6079,6079,0,0,0.059608822916882326,0.8917357846320267,0.9832126961715145
five_hour_first,248,7,19,11437,11437,0,8294,8294,0,0,0.04718986282658848,0.9629900024758661,0.9915800139649278
seven_day_first,248,7,19,11308,11308,0,8088,8088,0,0,0.0028399715833363195,0.9506767463538187,0.9947836774770483
weighted_score,248,7,19,11233,11233,0,7857,7857,0,0,0.032980415166629556,0.9477328162194328,0.9914752401052804
reset_aware_weekly_priority,248,7,19,11282,11282,0,8164,8164,0,0,0.033961720100776534,0.9526140094864333,0.9918652289385657
five_hour_first,249,7,12,8274,8274,0,5708,5708,0,0,0.09732277139938979,0.6331444403811889,0.95358216689818
seven_day_first,249,7,12,7942,7942,0,5577,5577,0,0,0.004708093376388785,0.5894179925646792,0.9584709899188291
weighted_score,249,7,12,8065,8065,0,5591,5591,0,0,0.028421947209267863,0.6034232350792493,0.9575001287869981
reset_aware_weekly_priority,249,7,12,8200,8200,0,5632,5632,0,0,0.03839868338598493,0.614757029754052,0.9576358346368067
five_hour_first,250,8,12,8894,8894,0,6638,6638,0,0,0.0821493627432713,0.6533926450909814,0.957124328234771
seven_day_first,250,8,12,8905,8905,0,6663,6663,0,0,0.005706275869185803,0.645102403437957,0.9639396127568771
weighted_score,250,8,12,9220,9220,0,6802,6802,0,0,0.03844295775020636,0.67118760474476,0.9632744646994553
reset_aware_weekly_priority,250,8,12,8954,8954,0,6680,6680,0,0,0.04931370047020912,0.6510118818129118,0.9601698181342703
five_hour_first,251,5,15,5537,5537,0,4216,4216,0,0,0.07356148106568247,0.6729471055750258,0.9599385624509343
seven_day_first,251,5,15,5511,5511,0,4220,4220,0,0,0.0037271493768683893,0.6725817286131732,0.9668854579236305
weighted_score,251,5,15,5632,5632,0,4331,4331,0,0,0.01222581582637993,0.6874094936280918,0.9675183677801712
reset_aware_weekly_priority,251,5,15,5593,5593,0,4173,4173,0,0,0.031079211087817027,0.6835832491656856,0.9652504038077869
five_hour_first,252,7,17,7162,7162,0,5281,5281,0,0,0.07252838849558632,0.6706378305783518,0.9598109442082766
seven_day_first,252,7,17,6884,6884,0,4870,4870,0,0,0.0034602777289424896,0.6292353185303027,0.962577504080136
weighted_score,252,7,17,7070,7070,0,5040,5040,0,0,0.010583314386799055,0.6459230838283804,0.9635339769441581
reset_aware_weekly_priority,252,7,17,7122,7122,0,5052,5052,0,0,0.023782697589309162,0.6472343050986499,0.962345160750934
five_hour_first,253,4,9,6209,5743,466,4706,4271,0,0,0.0,1.0,0.9243545623591654
seven_day_first,253,4,9,6059,5743,316,4493,4198,0,0,0.0,1.0,0.9470779030313498
weighted_score,253,4,9,6047,5743,304,4593,4319,0,0,0.0,1.0,0.9498949966319062
reset_aware_weekly_priority,253,4,9,6063,5743,320,4458,4196,0,0,0.0,1.0,0.9483619061318693
five_hour_first,254,4,12,6914,6727,187,4820,4633,94,2,0.05399450905321664,0.9462376053769932,0.8137840283489158
seven_day_first,254,4,12,7085,6958,127,5003,4876,93,29,0.002644537425741368,0.9806376443241508,0.8756796761032106
weighted_score,254,4,12,7199,7046,153,5030,4877,101,22,0.008979971968426526,0.9937841544434988,0.858672245557582
reset_aware_weekly_priority,254,4,12,7297,7095,202,5110,4937,99,17,0.0,1.0,0.8479159527760379
five_hour_first,255,4,11,7296,7296,0,5615,5615,0,0,0.028538883887444067,0.9835230677052127,0.9954984183817769
seven_day_first,255,4,11,7247,7247,0,5539,5539,0,0,0.0038765364651587564,0.9787387191595287,0.9974862182694371
weighted_score,255,4,11,6982,6982,0,5354,5354,0,0,0.019162728708133136,0.9439529769352909,0.9924790248227158
reset_aware_weekly_priority,255,4,11,7281,7281,0,5595,5595,0,0,0.027929095839281437,0.983875128998968,0.9955946033159686
five_hour_first,256,7,18,12200,12200,0,8454,8454,0,0,0.0843006982274728,0.849997602109796,0.9765696903882324
seven_day_first,256,7,18,12370,12370,0,8623,8623,0,0,0.005178361189828448,0.8568312486527473,0.985165288746292
weighted_score,256,7,18,12530,12530,0,8600,8600,0,0,0.019549429166092466,0.8678160937300713,0.9848266664563979
reset_aware_weekly_priority,256,7,18,12235,12235,0,8388,8388,0,0,0.029796916575735567,0.845822153426349,0.9816025236850614
five_hour_first,257,3,14,8808,4600,4208,6150,3246,0,0,0.0,1.0,0.5475279679227311
seven_day_first,257,3,14,8824,4600,4224,6117,3280,0,0,0.0,1.0,0.5489665114432958
weighted_score,257,3,14,8673,4600,4073,5927,3249,0,0,0.0,1.0,0.5583094995024888
reset_aware_weekly_priority,257,3,14,8934,4600,4334,6253,3244,2,2,0.0,1.0,0.5401186091969787
five_hour_first,258,3,19,8161,5304,2857,6024,3769,45,1,0.0,1.0,0.5146935830179263
seven_day_first,258,3,19,8329,5304,3025,6329,4102,225,167,0.0,1.0,0.6191330491634446
weighted_score,258,3,19,8435,5304,3131,6364,3980,98,53,0.0,1.0,0.5776366327571163
reset_aware_weekly_priority,258,3,19,8092,5304,2788,6062,3859,128,58,0.0,1.0,0.5859394255681487
five_hour_first,259,3,16,11842,3671,8171,8779,2308,900,5,0.0,1.0,0.18355717672994512
seven_day_first,259,3,16,11628,3671,7957,8393,2285,1181,330,0.0,1.0,0.23096873584904187
weighted_score,259,3,16,11742,3671,8071,8582,2259,921,109,0.0,1.0,0.20240565631321852
reset_aware_weekly_priority,259,3,16,11959,3671,8288,8814,2292,1095,134,0.0,1.0,0.19824220114940969
five_hour_first,260,8,15,13902,12947,955,9894,9022,0,0,0.0,1.0,0.9298798380659767
seven_day_first,260,8,15,13646,12947,699,9758,9140,0,0,0.0,1.0,0.9483101761740076
weighted_score,260,8,15,13953,12947,1006,10052,9153,0,0,0.0,1.0,0.9271718323229918
reset_aware_weekly_priority,260,8,15,13595,12947,648,9600,9050,0,0,0.0,1.0,0.9523118755363492
five_hour_first,261,5,18,12741,10637,2104,8512,6995,0,0,0.0,1.0,0.8398499315711871
seven_day_first,261,5,18,12553,10637,1916,8381,7103,125,49,0.0,1.0,0.7638350717705763
weighted_score,261,5,18,12602,10637,1965,8448,7109,79,29,0.0,1.0,0.7562891865072797
reset_aware_weekly_priority,261,5,18,12410,10637,1773,8295,7109,100,35,0.0,1.0,0.766747517630253
five_hour_first,262,2,6,2429,2429,0,1900,1900,0,0,0.1191358001691587,0.6595084709766121,0.9540372670807453
seven_day_first,262,2,6,2478,2471,7,1858,1851,36,32,0.006185528302843968,0.6578816582598435,0.9455836722173889
weighted_score,262,2,6,2532,2532,0,1941,1941,1,1,0.005692698058572698,0.6727592847412363,0.9667066586682664
reset_aware_weekly_priority,262,2,6,2602,2602,0,2000,2000,11,11,0.028342253192935263,0.6888101596116515,0.9660467906418716
five_hour_first,263,5,9,3376,3376,0,2308,2308,0,0,0.02844126881325105,0.36774100034349605,0.9339299731530245
seven_day_first,263,5,9,3530,3530,0,2409,2409,0,0,0.0012372513576433969,0.3823203221035052,0.9381083070745863
weighted_score,263,5,9,3329,3329,0,2183,2183,0,0,0.01773404318877125,0.3583187778094302,0.9340584734620659
reset_aware_weekly_priority,263,5,9,3576,3576,0,2476,2476,0,0,0.02810251253063232,0.38349317507559066,0.9355390662544959
five_hour_first,264,5,10,6612,6612,0,4314,4314,0,0,0.042185098952118374,0.9418234497850542,0.9899638350832936
seven_day_first,264,5,10,6681,6681,0,4465,4465,0,0,0.005451198518867836,0.9454437790684637,0.9939992580549596
weighted_score,264,5,10,6678,6678,0,4361,4361,0,0,0.017968654258130094,0.9457077744905085,0.9927739120232378
reset_aware_weekly_priority,264,5,10,6544,6544,0,4237,4237,0,0,0.02081314429064348,0.9207578682720859,0.9899944723981443
five_hour_first,265,8,11,5550,5550,0,3697,3697,0,0,0.03905421244952465,0.4040094913583012,0.9364955278908778
seven_day_first,265,8,11,5577,5577,0,3725,3725,0,0,0.0015773928522171412,0.4024342004333813,0.9400856807581165
weighted_score,265,8,11,5324,5324,0,3543,3543,0,0,0.01989906393120491,0.38736695793196857,0.9367467894000764
reset_aware_weekly_priority,265,8,11,5577,5577,0,3839,3839,0,0,0.039966210614628864,0.4078293785211621,0.9367863167906533
five_hour_first,266,3,12,8932,4219,4713,6104,2661,0,0,0.0,1.0,0.4896285441069528
seven_day_first,266,3,12,8776,4219,4557,5950,2567,0,0,0.0,1.0,0.49437719755176446
weighted_score,266,3,12,9082,4219,4863,6133,2586,1,1,0.0,1.0,0.4805950157258793
reset_aware_weekly_priority,266,3,12,9080,4219,4861,6120,2695,0,0,0.0,1.0,0.48534317324580345
five_hour_first,267,6,12,3478,3478,0,2296,2296,0,0,0.05052215516585577,0.3751754783267156,0.9324653323160861
seven_day_first,267,6,12,3542,3542,0,2441,2441,0,0,0.0011282677221623784,0.3749787797191723,0.9373850511997011
weighted_score,267,6,12,3535,3535,0,2427,2427,0,0,0.03666615305770056,0.38005889741928667,0.9343392744361586
reset_aware_weekly_priority,267,6,12,3665,3665,0,2383,2383,0,0,0.0503564546112146,0.396392089786393,0.9346035635175178
five_hour_first,268,5,8,5353,5353,0,3702,3702,0,0,0.05962486340828881,0.6379878191589284,0.957836295575064
seven_day_first,268,5,8,5252,5252,0,3564,3564,0,0,0.0032454178172123594,0.6130026346747625,0.9609757216857551
weighted_score,268,5,8,5542,5542,0,3820,3820,0,0,0.023196215170143517,0.6441665356737944,0.9620970320503651
reset_aware_weekly_priority,268,5,8,5283,5283,0,3654,3654,0,0,0.04018960524825669,0.6084443726839588,0.9568254767435702
five_hour_first,269,5,7,2754,2754,0,2091,2091,0,0,0.029574618007514892,0.37836646775044896,0.9348791849742935
seven_day_first,269,5,7,2821,2821,0,2126,2126,0,0,0.0007664089412260234,0.39016804670816285,0.9389401637766936
weighted_score,269,5,7,2826,2826,0,2094,2094,0,0,0.02285282250157177,0.38901072963616085,0.9366157907134589
reset_aware_weekly_priority,269,5,7,2902,2902,0,2168,2168,0,0,0.039815462700629516,0.3983613726748213,0.9358545909974192
five_hour_first,270,2,10,7493,3152,4341,5461,2114,330,1,0.0,1.0,0.29169318989478266
seven_day_first,270,2,10,7309,3152,4157,5391,2135,353,139,0.0,1.0,0.35994716249830805
weighted_score,270,2,10,7649,3152,4497,5618,2096,468,85,0.0,1.0,0.30897122397830057
reset_aware_weekly_priority,270,2,10,7380,3152,4228,5418,2118,428,112,0.0,1.0,0.33595231574074985
five_hour_first,271,7,13,12210,12210,0,9103,9103,0,0,0.06276256308414022,0.9445977201034343,0.9881835157019294
seven_day_first,271,7,13,11963,11963,0,8940,8940,0,0,0.004094295431049672,0.9157781334883816,0.9911683838057332
weighted_score,271,7,13,12191,12191,0,9095,9095,0,0,0.0251079047273889,0.9324590038623007,0.9907351099134911
reset_aware_weekly_priority,271,7,13,12050,12050,0,9166,9166,0,0,0.04803531583845206,0.916923280064408,0.9868887964225956
five_hour_first,272,7,13,4245,4245,0,3106,3106,0,0,0.04062417379596698,0.32084053870020623,0.928021636490424
seven_day_first,272,7,13,4509,4509,0,3302,3302,0,0,0.0015680829757391064,0.3300173738302192,0.932844929085448
weighted_score,272,7,13,4532,4532,0,3258,3258,0,0,0.014429384532084328,0.332635801419714,0.931820641688763
reset_aware_weekly_priority,272,7,13,4153,4153,0,3058,3058,0,0,0.02831551728568859,0.3030698561894239,0.9274754338903736
five_hour_first,273,4,17,12507,7098,5409,9493,5322,73,3,0.0,1.0,0.4435858192146885
seven_day_first,273,4,17,12479,7098,5381,9264,5298,134,134,0.0,1.0,0.5911297015255059
weighted_score,273,4,17,12498,7098,5400,9223,5207,65,53,0.0,1.0,0.5610010115050547
reset_aware_weekly_priority,273,4,17,12750,7098,5652,9470,5222,109,94,0.0,1.0,0.5569083044077613
five_hour_first,274,6,12,4806,4806,0,3589,3589,0,0,0.03305343975635226,0.5581965449471926,0.9525143105190841
seven_day_first,274,6,12,4736,4736,0,3357,3357,0,0,0.002484134255882352,0.5435651616661988,0.9541081027410316
weighted_score,274,6,12,4600,4600,0,3386,3386,0,0,0.030679321952186825,0.5302959528753459,0.9499616630923159
reset_aware_weekly_priority,274,6,12,4662,4662,0,3437,3437,0,0,0.05003872708952834,0.5386459380314901,0.9488607210941962
five_hour_first,275,6,18,6296,6296,0,3986,3986,0,0,0.04176261643806662,0.5638388239509194,0.9522076207512853
seven_day_first,275,6,18,6530,6530,0,4100,4100,0,0,0.0017599175485796409,0.5828025446748027,0.9581042627126224
weighted_score,275,6,18,6448,6448,0,4088,4088,0,0,0.027247231268404674,0.5752876579171881,0.9548040426648784
reset_aware_weekly_priority,275,6,18,6324,6324,0,4030,4030,0,0,0.041189389099374356,0.5647903347593585,0.9523600945659985
five_hour_first,276,2,15,7609,3950,3659,5143,2559,121,0,0.0,1.0,0.38777784257091696
seven_day_first,276,2,15,7657,3950,3707,5125,2545,94,11,0.0,1.0,0.4028070163013463
weighted_score,276,2,15,7641,3950,3691,5013,2422,138,12,0.0,1.0,0.3956930651888028
reset_aware_weekly_priority,276,2,15,7693,3950,3743,5210,2544,105,26,0.0,1.0,0.41863344621440884
