policy,trial_id,account_count,user_count,total_demand,served_demand,denied_demand,peak_total_demand,peak_served_demand,migrated_requests,migration_successes,weekly_drift,mean_seven_day_utilization,objective_score
five_hour_first,887,2,16,13133,3762,9371,9964,2664,530,4,0.0,1.0,0.1684904813652915
seven_day_first,887,2,16,13226,3762,9464,10180,2680,1245,481,0.0,1.0,0.22287494932831678
weighted_score,887,2,16,13130,3762,9368,9830,2592,689,97,0.0,1.0,0.1876018075727787
reset_aware_weekly_priority,887,2,16,12770,3762,9008,9789,2732,746,149,0.0,1.0,0.20594967653001003
five_hour_first,888,3,16,9294,4851,4443,6182,3122,39,2,0.0,1.0,0.39931069874369296
seven_day_first,888,3,16,9176,4851,4325,6037,3237,79,39,0.0,1.0,0.4781622096759505
weighted_score,888,3,16,9216,4851,4365,6203,3187,64,31,0.0,1.0,0.4695591945177736
reset_aware_weekly_priority,888,3,16,9145,4851,4294,5988,3125,71,19,0.0,1.0,0.44192777687096546
five_hour_first,889,2,7,2156,2156,0,1424,1424,0,0,0.04724111866969011,0.9527588813303098,0.9905517762660621
seven_day_first,889,2,7,1935,1935,0,1289,1289,0,0,0.0011850715698016323,0.8485017760293633,0.9847316704459562
weighted_score,889,2,7,1939,1939,0,1224,1224,0,0,0.007772002329115346,0.8513094172951018,0.9843537414965987
reset_aware_weekly_priority,889,2,7,2091,2091,0,1322,1322,0,0,0.0034179294543147387,0.9172501290008,0.9913832199546486
five_hour_first,890,7,12,5893,5893,0,4422,4422,0,0,0.0418225704422585,0.5700644351391287,0.9528241864696871
seven_day_first,890,7,12,5603,5603,0,4376,4376,0,0,0.0020359588643278975,0.5385289463747898,0.9536492987510462
weighted_score,890,7,12,6061,6061,0,4658,4658,0,0,0.021546615811876172,0.5814855412748475,0.9559938925462972
reset_aware_weekly_priority,890,7,12,5902,5902,0,4549,4549,0,0,0.038217887247638166,0.5647156515776863,0.9526497764330049
five_hour_first,891,3,11,4205,4186,19,2938,2919,11,1,0.10180808210731926,0.8387159780290133,0.8325475058347936
seven_day_first,891,3,11,4373,4373,0,3044,3044,33,33,0.004044883351682591,0.8574660639265316,0.985342118057485
weighted_score,891,3,11,4375,4375,0,3006,3006,6,6,0.02506014260648936,0.8630796113190291,0.9838019468712541
reset_aware_weekly_priority,891,3,11,4183,4183,0,3032,3032,0,0,0.027370886892823958,0.8243250743207549,0.9796954187427932
five_hour_first,892,5,14,7186,7186,0,5374,5374,0,0,0.044988415277651,0.8604340475221459,0.9815445632244495
seven_day_first,892,5,14,7213,7213,0,5441,5441,0,0,0.003947896540450155,0.8572342881595331,0.9853286391619083
weighted_score,892,5,14,7212,7212,0,5505,5505,0,0,0.018852621202923633,0.8589138614358239,0.98400612402329
reset_aware_weekly_priority,892,5,14,7245,7245,0,5480,5480,0,0,0.03735525088394961,0.8627542372462388,0.9825398986362289
five_hour_first,893,2,8,5313,2236,3077,3696,1486,154,0,0.0,1.0,0.29511222473179
seven_day_first,893,2,8,5496,2236,3260,3931,1469,212,71,0.0,1.0,0.3284488515890068
weighted_score,893,2,8,5528,2236,3292,3888,1464,219,52,0.0,1.0,0.31289261709158095
reset_aware_weekly_priority,893,2,8,5397,2236,3161,3856,1476,194,39,0.0,1.0,0.3158626300907579
five_hour_first,894,5,15,5702,5702,0,4146,4146,0,0,0.07278220395959521,0.5929606781286397,0.9520178474169045
seven_day_first,894,5,15,5624,5624,0,3981,3981,0,0,0.0042655742231668126,0.5743122277299074,0.9570046653506741
weighted_score,894,5,15,5749,5749,0,4181,4181,0,0,0.025595785125845944,0.5874577555151012,0.9561861970389255
reset_aware_weekly_priority,894,5,15,5935,5935,0,4310,4310,0,0,0.03752585497607095,0.6051828354944828,0.9567656980518413
five_hour_first,895,5,8,7754,7754,0,6147,6147,0,0,0.03637831386418143,0.9709522845380306,0.9934573970673849
seven_day_first,895,5,8,7725,7725,0,5971,5971,0,0,0.00630817093181472,0.9592902429852481,0.9952982072053433
weighted_score,895,5,8,7601,7601,0,5971,5971,0,0,0.03871395772886667,0.9446839886142294,0.9905970030885363
reset_aware_weekly_priority,895,5,8,8156,8062,94,6501,6454,9,9,0.0,1.0,0.990124905520628
five_hour_first,896,4,10,9534,7646,1888,6979,5482,0,0,0.0,1.0,0.8077551618564526
seven_day_first,896,4,10,9413,7646,1767,6965,5561,38,38,0.0,1.0,0.8182017903940488
weighted_score,896,4,10,9314,7646,1668,6808,5544,0,0,0.0,1.0,0.8282243451917902
reset_aware_weekly_priority,896,4,10,9737,7646,2091,7085,5407,44,28,0.0,1.0,0.7359214394454041
five_hour_first,897,8,11,8978,8978,0,6597,6597,0,0,0.05680627590194324,0.7592739239681502,0.9702467648066208
seven_day_first,897,8,11,8866,8866,0,6337,6337,0,0,0.0024427949283748794,0.7443881643285952,0.9741945369400221
weighted_score,897,8,11,8960,8960,0,6447,6447,0,0,0.029393759622924173,0.7533853267940448,0.9723991567171121
reset_aware_weekly_priority,897,8,11,9081,9081,0,6456,6456,0,0,0.05098525967130627,0.7625974786969536,0.9711612219025647
five_hour_first,898,5,13,6597,6597,0,4649,4649,0,0,0.08358897163183333,0.7345013476394782,0.9650912376007644
seven_day_first,898,5,13,6448,6448,0,4481,4481,0,0,0.00428176613881555,0.7125030849614096,0.9708221318822595
weighted_score,898,5,13,6494,6494,0,4556,4556,0,0,0.016953503629616784,0.7192797583861772,0.9702326254756561
reset_aware_weekly_priority,898,5,13,6558,6558,0,4639,4639,0,0,0.015497923944476794,0.7258343870075383,0.9710336463063062
five_hour_first,899,3,15,9927,4977,4950,7940,3859,420,2,0.0,1.0,0.3731712727270355
seven_day_first,899,3,15,10158,4977,5181,8121,3765,927,97,0.0,1.0,0.374570064064917
weighted_score,899,3,15,10092,4977,5115,8025,3841,787,62,0.0,1.0,0.3766883784714594
reset_aware_weekly_priority,899,3,15,10119,4977,5142,8112,3767,895,67,0.0,1.0,0.3716154064135221
five_hour_first,900,7,19,6761,6761,0,5053,5053,0,0,0.06810819838805107,0.5917636845277057,0.9523655486139654
seven_day_first,900,7,19,6851,6851,0,5149,5149,0,0,0.003057271691413603,0.5998995124770969,0.9596842240785683
weighted_score,900,7,19,6523,6523,0,4972,4972,0,0,0.022956654145168516,0.5732892113901241,0.9550332557244956
reset_aware_weekly_priority,900,7,19,6735,6735,0,5056,5056,0,0,0.03568647650593228,0.5937240364059562,0.9558037559900023
five_hour_first,901,3,17,7952,4204,3748,6139,3174,96,0,0.0,1.0,0.39932600161975274
seven_day_first,901,3,17,8186,4204,3982,6257,3158,146,26,0.0,1.0,0.4123828239400644
weighted_score,901,3,17,7875,4204,3671,6046,3180,91,4,0.0,1.0,0.41177419095037354
reset_aware_weekly_priority,901,3,17,7775,4204,3571,6021,3248,145,36,0.0,1.0,0.4505978748770404
five_hour_first,902,3,12,5713,4696,1017,4396,3552,79,1,0.0,1.0,0.6792900166425214
seven_day_first,902,3,12,5738,4696,1042,4444,3562,76,17,0.0,1.0,0.7068177073022743
weighted_score,902,3,12,5521,4696,825,4334,3643,52,12,0.0,1.0,0.7401555163622149
reset_aware_weekly_priority,902,3,12,5483,4696,787,4238,3578,80,11,0.0,1.0,0.7312173478610837
five_hour_first,903,3,19,16567,4110,12457,12587,2593,1775,12,0.0,1.0,0.12617411142111468
seven_day_first,903,3,19,16738,4110,12628,12763,2593,3079,811,0.0,1.0,0.16218526607488837
weighted_score,903,3,19,16948,4110,12838,12900,2618,2102,250,0.0,1.0,0.13833112965343783
reset_aware_weekly_priority,903,3,19,16562,4110,12452,12600,2606,2031,299,0.0,1.0,0.14749997155945344
five_hour_first,904,3,17,7404,5665,1739,4999,3571,0,0,0.0,1.0,0.7641745880240337
seven_day_first,904,3,17,7397,5665,1732,4754,3418,75,55,0.0,1.0,0.7258390884796841
weighted_score,904,3,17,7289,5665,1624,4838,3589,4,4,0.0,1.0,0.7794978301212261
reset_aware_weekly_priority,904,3,17,7104,5665,1439,4671,3623,7,7,0.0,1.0,0.8021158712903655
five_hour_first,905,4,9,3582,3582,0,2575,2575,0,0,0.06191287498165025,0.5172616078308157,0.9455348732849166
seven_day_first,905,4,9,3448,3448,0,2520,2520,0,0,0.0021534389926856205,0.4916349510224372,0.9489481512029752
weighted_score,905,4,9,3728,3728,0,2572,2572,0,0,0.02122691315155344,0.531525148793773,0.951029823564222
reset_aware_weekly_priority,905,4,9,3401,3401,0,2367,2367,0,0,0.0291930640331794,0.48438678980039396,0.9455193725767215
five_hour_first,906,3,9,7045,4280,2765,5129,3071,0,0,0.0,1.0,0.6249541945554862
seven_day_first,906,3,9,6837,4280,2557,5070,2994,0,0,0.0,1.0,0.6358370266899649
weighted_score,906,3,9,6853,4280,2573,5038,2944,0,0,0.0,1.0,0.6332705148734784
reset_aware_weekly_priority,906,3,9,7103,4280,2823,5317,3227,2,2,0.0,1.0,0.623523907375319
five_hour_first,907,5,19,15496,8161,7335,12088,6158,12,3,0.0,1.0,0.4335141375908968
seven_day_first,907,5,19,15612,8161,7451,12050,6242,396,365,0.0,1.0,0.5336768935926701
weighted_score,907,5,19,15426,8161,7265,11996,6259,20,20,0.0,1.0,0.5507686272493182
reset_aware_weekly_priority,907,5,19,15729,8161,7568,12302,6317,274,274,0.0,1.0,0.5415688068203729
five_hour_first,908,6,9,5112,5112,0,3547,3547,0,0,0.056680433784953535,0.55684840892043,0.9500167975135476
seven_day_first,908,6,9,5219,5219,0,3626,3626,0,0,0.0021507330879213813,0.5535052185124827,0.9551354485424561
weighted_score,908,6,9,5089,5089,0,3533,3533,0,0,0.029414331867082616,0.5443192133881829,0.95149048815211
reset_aware_weekly_priority,908,6,9,5212,5212,0,3628,3628,0,0,0.04432955399048248,0.5588888087076237,0.9514559254717142
five_hour_first,909,3,17,15430,4352,11078,11105,2683,442,7,0.0,1.0,0.16020985697272896
seven_day_first,909,3,17,15639,4352,11287,11421,2751,1250,703,0.0,1.0,0.23937308306087135
weighted_score,909,3,17,15360,4352,11008,11169,2797,564,147,0.0,1.0,0.20003539908142406
reset_aware_weekly_priority,909,3,17,15142,4352,10790,11031,2768,919,355,0.0,1.0,0.2218644631723179
five_hour_first,910,4,10,6609,6609,0,4717,4717,0,0,0.007900113107240366,0.9938703406748272,0.9985970227567588
seven_day_first,910,4,10,6978,6648,330,4967,4677,0,0,0.0,1.0,0.9522996229110409
weighted_score,910,4,10,6682,6648,34,4787,4777,0,0,0.0,1.0,0.9959159444037019
reset_aware_weekly_priority,910,4,10,6610,6610,0,4631,4631,0,0,0.007097132254092099,0.9948686621763304,0.9987771529922238
five_hour_first,911,4,9,8784,5945,2839,6796,4455,231,0,0.0,1.0,0.5376422740366935
seven_day_first,911,4,9,8730,5945,2785,6742,4427,321,117,0.0,1.0,0.5955199933941058
weighted_score,911,4,9,8828,5945,2883,6839,4441,263,50,0.0,1.0,0.5622559208923075
reset_aware_weekly_priority,911,4,9,8733,5945,2788,6827,4447,248,67,0.0,1.0,0.579896067583477
five_hour_first,912,6,8,3893,3893,0,2544,2544,0,0,0.031491384688882254,0.44150701370589823,0.9410015629017017
seven_day_first,912,6,8,3754,3754,0,2591,2591,0,0,0.0010772660688209504,0.4227610330135492,0.9421683766944728
weighted_score,912,6,8,3773,3773,0,2607,2607,0,0,0.019528533538489594,0.42548287901552184,0.9405954345477032
reset_aware_weekly_priority,912,6,8,3613,3613,0,2498,2498,0,0,0.03280977773339563,0.40738252678605297,0.9374572749052658
five_hour_first,913,2,8,5929,4235,1694,4017,2741,160,0,0.0,1.0,0.570587503111775
seven_day_first,913,2,8,5839,4235,1604,4107,2829,217,8,0.0,1.0,0.5854427428000445
weighted_score,913,2,8,5846,4235,1611,4007,2768,176,2,0.0,1.0,0.5815011953644149
reset_aware_weekly_priority,913,2,8,5736,4235,1501,4013,2843,193,5,0.0,1.0,0.597821467164351
five_hour_first,914,4,8,3363,3363,0,2468,2468,0,0,0.06741987036257306,0.509404395238192,0.944198452487562
seven_day_first,914,4,8,3414,3414,0,2493,2493,0,0,0.0025185927408909966,0.5046806197499442,0.9502162027009053
weighted_score,914,4,8,3364,3364,0,2465,2465,0,0,0.01206099282692785,0.4984441128430021,0.9486383120016074
reset_aware_weekly_priority,914,4,8,3386,3386,0,2382,2382,0,0,0.01405181029904114,0.4999523456561896,0.9485900535357148
five_hour_first,915,5,10,6346,6346,0,4101,4101,0,0,0.08506781314039186,0.8736369633380014,0.978856915019761
seven_day_first,915,5,10,6548,6548,0,4334,4334,0,0,0.003207611123400373,0.89397440341743,0.989076679229403
weighted_score,915,5,10,6503,6503,0,4223,4223,0,0,0.03931679840735099,0.8951362594355725,0.9855819461028222
reset_aware_weekly_priority,915,5,10,6505,6505,0,4320,4320,0,0,0.05636272195964954,0.8979872965599514,0.9841624574600302
five_hour_first,916,5,15,5471,5471,0,3552,3552,0,0,0.06617551821300095,0.6421543708988132,0.9575978852685813
seven_day_first,916,5,15,5358,5358,0,3505,3505,0,0,0.0027402267026621643,0.6287916446425953,0.9626051417939934
weighted_score,916,5,15,5445,5445,0,3468,3468,0,0,0.03179638954820256,0.6366994986738265,0.9604903109125624
reset_aware_weekly_priority,916,5,15,5451,5451,0,3528,3528,0,0,0.04079395036774187,0.636750026985842,0.95959560766181
five_hour_first,917,8,11,5953,5953,0,4478,4478,0,0,0.06411943914626198,0.41707638033462185,0.9352956941188361
seven_day_first,917,8,11,6168,6168,0,4640,4640,0,0,0.002450000601553472,0.42131724339157733,0.9418867242790024
weighted_score,917,8,11,6158,6158,0,4716,4716,0,0,0.027407337038474564,0.4183305364800916,0.9390923199441618
reset_aware_weekly_priority,917,8,11,6254,6254,0,4781,4781,0,0,0.050707669162251265,0.4214333029760935,0.9370725633813842
five_hour_first,918,7,18,12230,12230,0,8918,8918,0,0,0.0773836978002774,0.9402678995032232,0.9862884201702946
seven_day_first,918,7,18,12276,12276,0,8821,8821,0,0,0.003993779147324113,0.936959930522143,0.9932966151374819
weighted_score,918,7,18,12045,12045,0,8788,8788,0,0,0.037683701296336636,0.921016276955576,0.9883332575659239
reset_aware_weekly_priority,918,7,18,12176,12176,0,8924,8924,0,0,0.054224246211554625,0.9312269484316629,0.9877002702220108
five_hour_first,919,5,16,7557,7557,0,5489,5489,0,0,0.055535596521070256,0.8123647908843592,0.9756829194363289
seven_day_first,919,5,16,7567,7567,0,5502,5502,0,0,0.0027388018860981223,0.8060747838045131,0.9803335981918415
weighted_score,919,5,16,7742,7742,0,5767,5767,0,0,0.02181893166364519,0.8216131441323468,0.9799794212468702
reset_aware_weekly_priority,919,5,16,7406,7406,0,5502,5502,0,0,0.04597408678918267,0.782947506485229,0.9736973419696047
five_hour_first,920,2,19,6192,3785,2407,4475,2675,0,0,0.0,1.0,0.6273321676555079
seven_day_first,920,2,19,6134,3785,2349,4441,2780,0,0,0.0,1.0,0.6384330306264498
weighted_score,920,2,19,6167,3785,2382,4476,2650,0,0,0.0,1.0,0.6276370431683063
reset_aware_weekly_priority,920,2,19,6378,3785,2593,4640,2806,6,6,0.0,1.0,0.6165976997977963
five_hour_first,921,2,3,2334,2334,0,1844,1844,0,0,0.02163953080658798,0.5263976592760566,0.9504758128469469
seven_day_first,921,2,3,2431,2431,0,1899,1899,0,0,0.000582682313001015,0.5453883920671643,0.9544805709754164
weighted_score,921,2,3,2481,2481,0,1947,1947,0,0,0.01897414324195018,0.5590217245266449,0.9540047581284695
reset_aware_weekly_priority,921,2,3,2407,2407,0,1839,1839,0,0,0.02360160341064743,0.5430306279943112,0.9519429024583663
five_hour_first,922,6,18,18055,7365,10690,14038,5269,1133,12,0.0,1.0,0.2809674649716375
seven_day_first,922,6,18,18054,7365,10689,14126,5530,1981,916,0.0,1.0,0.3527880737515119
weighted_score,922,6,18,18096,7365,10731,14077,5348,1476,432,0.0,1.0,0.32377727695159964
reset_aware_weekly_priority,922,6,18,18193,7365,10828,14079,5373,1530,476,0.0,1.0,0.3254529436092236
five_hour_first,923,2,16,17152,4154,12998,13174,2389,1438,3,0.0,1.0,0.11517969396800457
seven_day_first,923,2,16,16831,4154,12677,12926,2537,1905,440,0.0,1.0,0.15647798129623902
weighted_score,923,2,16,16849,4154,12695,13046,2467,1401,99,0.0,1.0,0.1304545736353265
reset_aware_weekly_priority,923,2,16,16978,4154,12824,13066,2439,1559,149,0.0,1.0,0.13227173534606074
five_hour_first,924,5,14,6024,6024,0,4669,4669,0,0,0.0857374132846837,0.6939157460353853,0.9608178332750702
seven_day_first,924,5,14,6165,6165,0,4755,4755,11,11,0.0037438765081746262,0.7091898004568208,0.9705445923948647
weighted_score,924,5,14,6248,6248,0,4700,4700,0,0,0.016481531924231622,0.7186651086146071,0.9702183576690375
reset_aware_weekly_priority,924,5,14,6097,6097,0,4686,4686,0,0,0.022954293837635135,0.7018813291434347,0.96789270353058
five_hour_first,925,2,9,3862,3862,0,2773,2773,0,0,0.0740552750781917,0.878604558987206,0.9804549283909014
seven_day_first,925,2,9,3691,3691,0,2680,2680,0,0,0.0027762325140214816,0.8347054658754368,0.9831929233361416
weighted_score,925,2,9,3577,3577,0,2583,2583,0,0,0.026331705564141883,0.810661949877537,0.9784330244313395
reset_aware_weekly_priority,925,2,9,3681,3681,0,2599,2599,0,0,0.021703931849962332,0.8338353556073339,0.9812131423757372
five_hour_first,926,6,7,3668,3668,0,2584,2584,0,0,0.011767326400381356,0.3074296215151636,0.9295662295114783
seven_day_first,926,6,7,3806,3806,0,2643,2643,0,0,0.001914325284740943,0.31768965736329896,0.9315775332078559
weighted_score,926,6,7,3764,3764,0,2607,2607,0,0,0.013605778181522258,0.3137817136190968,0.9300175935437575
reset_aware_weekly_priority,926,6,7,3676,3676,0,2522,2522,0,0,0.02252840580318748,0.3058216198218614,0.9283293214018674
five_hour_first,927,3,6,1606,1606,0,1101,1101,0,0,0.022079378846591183,0.32282571068799354,0.9300746331841403
seven_day_first,927,3,6,1438,1438,0,957,957,0,0,0.000893536813434397,0.288840689165196,0.9287947152351762
weighted_score,927,3,6,1616,1616,0,1121,1121,0,0,0.019356996164747075,0.32479607857466236,0.9305439082409916
reset_aware_weekly_priority,927,3,6,1553,1553,0,1064,1064,0,0,0.03333225570172367,0.3122439337002212,0.9278911677998498
five_hour_first,928,8,18,12409,12378,31,9219,9219,0,0,0.055517161927559615,0.9481640037753465,0.9875159534248464
seven_day_first,928,8,18,12273,12273,0,9144,9144,0,0,0.010799933882691282,0.9358952343420379,0.9925095300459347
weighted_score,928,8,18,11857,11857,0,8983,8983,0,0,0.026566062997207547,0.9014803244086883,0.9874914261411482
reset_aware_weekly_priority,928,8,18,11907,11907,0,8871,8871,0,0,0.041372517626589146,0.9014915835524845,0.9860119065925895
five_hour_first,929,3,4,2246,2246,0,1648,1648,0,0,0.08055154138358492,0.4502852846041292,0.9369733743220545
seven_day_first,929,3,4,2295,2295,0,1572,1572,0,0,0.001308194937115404,0.44567811817513164,0.9444369923238016
weighted_score,929,3,4,2205,2205,0,1575,1575,0,0,0.008357874479417025,0.4294611391922787,0.9421103264712862
reset_aware_weekly_priority,929,3,4,2271,2271,0,1627,1627,0,0,0.0003280675223350687,0.44076634892809485,0.944043828140576
five_hour_first,930,4,14,11316,7880,3436,8177,5714,101,5,0.0,1.0,0.5695744605834956
seven_day_first,930,4,14,11645,7880,3765,8402,5662,230,174,0.0,1.0,0.6556297441543829
weighted_score,930,4,14,11786,7880,3906,8415,5612,184,84,0.0,1.0,0.6032172418997591
reset_aware_weekly_priority,930,4,14,11581,7880,3701,8257,5556,207,133,0.0,1.0,0.640895098715668
five_hour_first,931,6,13,7633,7633,0,5328,5328,0,0,0.11579016622415762,0.768111806938415,0.9652321640714258
seven_day_first,931,6,13,7613,7613,0,5153,5153,0,0,0.004574321857858424,0.7411971753439732,0.9736622853486114
weighted_score,931,6,13,7525,7525,0,5133,5133,0,0,0.022713083356707624,0.7339332182871873,0.9711220134930479
reset_aware_weekly_priority,931,6,13,7662,7662,0,5390,5390,0,0,0.03708209069108103,0.7440235642778217,0.9706941473586741
five_hour_first,932,2,3,1157,1157,0,900,900,0,0,0.03265122572817508,0.3313980928960949,0.929874686716792
seven_day_first,932,2,3,1052,1052,0,816,816,0,0,0.0008828040249878322,0.2976246586615793,0.9296741854636592
weighted_score,932,2,3,1064,1064,0,823,823,0,0,0.0015496235722336493,0.30070601552551074,0.9299156391953277
reset_aware_weekly_priority,932,2,3,1196,1196,0,932,932,0,0,0.005877770350600692,0.3374806256393742,0.9331602855288773
five_hour_first,933,4,8,8432,7427,1005,6679,5729,155,0,0.0,1.0,0.7310086213607294
seven_day_first,933,4,8,8496,7427,1069,6615,5590,306,124,0.0,1.0,0.7839698544201108
weighted_score,933,4,8,8382,7427,955,6554,5650,174,42,0.0,1.0,0.7719699026649882
reset_aware_weekly_priority,933,4,8,8625,7427,1198,6635,5569,233,60,0.0,1.0,0.7512318364442334
five_hour_first,934,6,11,6548,6548,0,3923,3923,0,0,0.08386897425936765,0.6702128184636615,0.9586343844204294
seven_day_first,934,6,11,6494,6494,0,3854,3854,0,0,0.0032460467296992657,0.6409910905299848,0.9637745043800285
weighted_score,934,6,11,6694,6694,0,4214,4214,0,0,0.025809416961283974,0.6618732714003616,0.9636063854439078
reset_aware_weekly_priority,934,6,11,6647,6647,0,4188,4188,0,0,0.04309271475751088,0.6549311511897266,0.9611838436432216
five_hour_first,935,7,16,8105,8105,0,5868,5868,0,0,0.05905948026663256,0.6651342296160395,0.9606074749349407
seven_day_first,935,7,16,8151,8151,0,5875,5875,0,0,0.003298847115215799,0.6595291572852381,0.9656230310170022
weighted_score,935,7,16,8313,8313,0,5988,5988,0,0,0.022420767891813957,0.6737503379208326,0.9651329570029018
reset_aware_weekly_priority,935,7,16,8192,8192,0,5913,5913,0,0,0.0396342666011436,0.6619801527620435,0.96223458861609
five_hour_first,936,2,12,3731,2846,885,2728,1998,73,0,0.0,1.0,0.6170598972231545
seven_day_first,936,2,12,3976,2846,1130,2862,2026,79,22,0.0,1.0,0.6198026338821793
weighted_score,936,2,12,3688,2846,842,2710,2104,50,6,0.0,1.0,0.6522803227381514
reset_aware_weekly_priority,936,2,12,3871,2846,1025,2798,2063,65,10,0.0,1.0,0.6220523925093645
five_hour_first,937,3,6,3371,3371,0,2368,2368,0,0,0.10305624145663436,0.8577685628211945,0.975471232136456
seven_day_first,937,3,6,3482,3482,0,2414,2414,0,0,0.001711990213181433,0.8984180504737781,0.9896706060260597
weighted_score,937,3,6,3537,3537,0,2409,2409,0,0,0.0023951353637990443,0.9130025434948036,0.9910607408131006
reset_aware_weekly_priority,937,3,6,3380,3380,0,2302,2302,0,0,0.025463954297711422,0.8752896248345164,0.9849825670536805
five_hour_first,938,5,19,12558,9646,2912,8747,6783,0,0,0.0,1.0,0.7815476279237767
seven_day_first,938,5,19,12461,9646,2815,8671,6911,0,0,0.0,1.0,0.7911227650266525
weighted_score,938,5,19,12546,9646,2900,8837,6892,0,0,0.0,1.0,0.7831711112543432
reset_aware_weekly_priority,938,5,19,12470,9646,2824,8667,6918,0,0,0.0,1.0,0.7910255586061445
five_hour_first,939,7,15,6736,6736,0,4588,4588,0,0,0.08103873957167576,0.5991139296049122,0.9518075190033236
seven_day_first,939,7,15,6698,6698,0,4441,4441,0,0,0.004193343828775631,0.5733041003484496,0.9569110756519674
weighted_score,939,7,15,6886,6886,0,4501,4501,0,0,0.029254746008269557,0.5905162492504282,0.9561261503242159
reset_aware_weekly_priority,939,7,15,6652,6652,0,4438,4438,0,0,0.053152109413662975,0.5665332654421312,0.9513381156028469
five_hour_first,940,3,7,4577,4527,50,3539,3526,26,2,0.12442010722308623,0.811583717778482,0.8216895537766042
seven_day_first,940,3,7,4627,4627,0,3555,3555,1,1,0.003807099119711519,0.804538634210391,0.980073153509068
weighted_score,940,3,7,4754,4754,0,3652,3652,0,0,0.02240014213908546,0.8314945525552305,0.9809094410416146
reset_aware_weekly_priority,940,3,7,4604,4604,0,3582,3582,5,5,0.04786693444130254,0.8053038905770792,0.9757436956135777
five_hour_first,941,4,17,6373,6313,60,4943,4883,29,1,0.06691686184460059,0.8856345209834153,0.8274192824909931
seven_day_first,941,4,17,6175,6148,27,4741,4714,32,16,0.004622911569038458,0.8548581563851594,0.9055390454730153
weighted_score,941,4,17,6172,6126,46,4684,4638,36,17,0.03258989532617309,0.850410324388607,0.8949431001883429
reset_aware_weekly_priority,941,4,17,6291,6232,59,4860,4801,67,36,0.05004246503610468,0.8598986432586005,0.9019827192910094
five_hour_first,942,6,9,6598,6598,0,5006,5006,0,0,0.10478178660311437,0.6573839481916217,0.9552602161588508
seven_day_first,942,6,9,6725,6725,0,5097,5097,27,27,0.002342492066684196,0.6468351373426553,0.9644492645275972
weighted_score,942,6,9,6706,6706,0,5130,5130,14,14,0.011778321523538237,0.6425343940977918,0.9630756072574255
reset_aware_weekly_priority,942,6,9,6912,6860,52,5204,5152,60,36,0.02803148404051618,0.6534272933803451,0.8947752988290494
five_hour_first,943,8,17,6524,6524,0,4746,4746,0,0,0.03596004809844054,0.42714207369653967,0.9391182025598099
seven_day_first,943,8,17,6269,6269,0,4562,4562,0,0,0.0022790901734345676,0.40880152964149175,0.9406522439468057
weighted_score,943,8,17,6322,6322,0,4613,4613,0,0,0.022644625763643664,0.41395444454080665,0.9391309818777163
reset_aware_weekly_priority,943,8,17,6387,6387,0,4532,4532,0,0,0.03583763606033858,0.4190365482535734,0.9383198912193235
five_hour_first,944,8,13,3877,3877,0,2636,2636,0,0,0.03499527714147321,0.27471073264312634,0.9239715455501654
seven_day_first,944,8,13,3580,3580,0,2422,2422,0,0,0.0015746796807931329,0.2508202029501272,0.9249245523269334
weighted_score,944,8,13,3820,3820,0,2560,2560,0,0,0.02018286416059342,0.2695568671529223,0.9249374002992329
reset_aware_weekly_priority,944,8,13,3934,3934,0,2658,2658,0,0,0.03847865493291043,0.27847904847676025,0.924000039354385
five_hour_first,945,4,15,14283,5804,8479,11038,4124,51,6,0.0,1.0,0.29550170661519837
seven_day_first,945,4,15,13714,5804,7910,10471,4144,357,352,0.0,1.0,0.44309109424259685
weighted_score,945,4,15,14559,5804,8755,11172,4133,295,177,0.0,1.0,0.36154330606623114
reset_aware_weekly_priority,945,4,15,13974,5804,8170,10795,4180,171,146,0.0,1.0,0.41561419701297136
five_hour_first,946,8,9,3483,3483,0,2364,2364,0,0,0.01962130806970201,0.2903747422765922,0.9270753434206891
seven_day_first,946,8,9,3247,3247,0,2224,2224,0,0,0.0007678164342096517,0.26756252886863285,0.9266794712434424
weighted_score,946,8,9,3294,3294,0,2193,2193,0,0,0.02662979395639812,0.27476882866618896,0.924813903470979
reset_aware_weekly_priority,946,8,9,3358,3358,0,2325,2325,0,0,0.04401372526243155,0.2818688201674335,0.9237855094905002
five_hour_first,947,6,12,5853,5853,0,4505,4505,0,0,0.036490510749811446,0.6497486834846026,0.9613258172734791
seven_day_first,947,6,12,5848,5848,0,4359,4359,0,0,0.003412729329804273,0.6487499253166945,0.964533719598689
weighted_score,947,6,12,5644,5644,0,4332,4332,0,0,0.027114853038114655,0.626192280149369,0.9599077427111254
reset_aware_weekly_priority,947,6,12,5847,5847,0,4449,4449,0,0,0.04222712435872421,0.6496625761732604,0.9607435451814536
five_hour_first,948,8,14,11572,11498,74,9146,9083,0,0,0.030418821263104304,0.988502766251729,0.9896100080515318
seven_day_first,948,8,14,11439,11439,0,8964,8964,5,5,0.00351119466494132,0.9835460707235734,0.9980034876058632
weighted_score,948,8,14,11356,11356,0,8726,8726,0,0,0.028294294867807795,0.9766192213875493,0.9948324926519742
reset_aware_weekly_priority,948,8,14,11519,11519,0,8919,8919,0,0,0.012102857014007165,0.9908110337566608,0.9978708176742654
five_hour_first,949,7,13,8402,8402,0,5442,5442,0,0,0.043585426524135926,0.7303293658679755,0.9686743939343839
