policy,trial_id,scenario_mode,reset_pattern,account_count,user_count,total_demand,served_demand,denied_demand,peak_total_demand,peak_served_demand,migrated_requests,migration_successes,weekly_drift,mean_seven_day_utilization,objective_score
reset_stagger_pressure,43,focused,same_reset,2,10,34155,2658,31497,27013,1389,2863,372,0.0,1.0,-0.01317984623961993
five_hour_first,44,focused,same_reset,2,15,26361,3446,22915,18786,1954,1696,8,0.0,1.0,0.01821734598061564
seven_day_first,44,focused,same_reset,2,15,26140,3446,22694,18653,2006,3433,474,0.0,1.0,0.03987653486333215
weighted_score,44,focused,same_reset,2,15,26186,3446,22740,18808,1971,1855,178,0.0,1.0,0.032710414496668144
reset_aware_weekly_priority,44,focused,same_reset,2,15,26158,3446,22712,18561,2002,2105,139,0.0,1.0,0.029086660403622594
reset_stagger_pressure,44,focused,same_reset,2,15,26465,3446,23019,18786,1949,2181,157,0.0,1.0,0.027881464712310122
five_hour_first,45,focused,same_reset,3,28,49015,4435,44580,39439,2510,6435,19,0.0,1.0,-0.020308708986583213
seven_day_first,45,focused,same_reset,3,28,48746,4435,44311,38989,2478,9025,890,0.0,1.0,-0.005631382403141677
weighted_score,45,focused,same_reset,3,28,48379,4435,43944,38433,2531,6673,394,0.0,1.0,-0.010509293165246125
reset_aware_weekly_priority,45,focused,same_reset,3,28,48520,4435,44085,38692,2465,7446,477,0.0,1.0,-0.01047982467844083
reset_stagger_pressure,45,focused,same_reset,3,28,47808,4435,43373,38215,2505,6152,151,0.0,1.0,-0.014993895667134077
five_hour_first,46,focused,same_reset,3,26,62274,4680,57594,44349,2528,5519,11,0.0,1.0,-0.032844205519119485
seven_day_first,46,focused,same_reset,3,26,63275,4680,58595,44997,2478,8447,713,0.0,1.0,-0.02179711325398556
weighted_score,46,focused,same_reset,3,26,62581,4680,57901,44750,2532,6249,339,0.0,1.0,-0.02536928984623532
reset_aware_weekly_priority,46,focused,same_reset,3,26,61828,4680,57148,44276,2523,6278,435,0.0,1.0,-0.02237499349343236
reset_stagger_pressure,46,focused,same_reset,3,26,62209,4680,57529,44466,2530,5667,147,0.0,1.0,-0.029223510716026968
five_hour_first,47,focused,staggered_reset,2,13,32731,3151,29580,23055,1772,5411,1,0.0,1.0,-0.013368643786967616
seven_day_first,47,focused,staggered_reset,2,13,33831,3151,30680,23811,1775,5784,227,0.0,1.0,-0.010279126158309643
weighted_score,47,focused,staggered_reset,2,13,33173,3151,30022,23371,1768,5519,120,0.0,1.0,-0.011335391499060682
reset_aware_weekly_priority,47,focused,staggered_reset,2,13,32892,3151,29741,23123,1755,5459,86,0.0,1.0,-0.01160345652286457
reset_stagger_pressure,47,focused,staggered_reset,2,13,32552,3151,29401,22895,1807,5544,115,0.0,1.0,-0.00939786827687436
five_hour_first,48,focused,staggered_reset,3,25,92071,5213,86858,75291,2731,8935,11,0.0,1.0,-0.05111364036647928
seven_day_first,48,focused,staggered_reset,3,25,91248,5213,86035,74215,2770,10522,558,0.0,1.0,-0.04272322726940905
weighted_score,48,focused,staggered_reset,3,25,91077,5213,85864,74150,2767,8918,212,0.0,1.0,-0.04703901743896258
reset_aware_weekly_priority,48,focused,staggered_reset,3,25,92111,5213,86898,75100,2715,9239,121,0.0,1.0,-0.04938121980843699
reset_stagger_pressure,48,focused,staggered_reset,3,25,91238,5213,86025,74512,2813,10300,257,0.0,1.0,-0.04682380781024126
five_hour_first,49,focused,same_reset,2,11,30034,4267,25767,24426,2449,3615,14,0.0,1.0,0.02509703946193742
seven_day_first,49,focused,same_reset,2,11,30451,4267,26184,24379,2423,5049,693,0.0,1.0,0.04352417257355773
weighted_score,49,focused,same_reset,2,11,30629,4267,26362,24593,2365,3913,284,0.0,1.0,0.03244687295976528
reset_aware_weekly_priority,49,focused,same_reset,2,11,30050,4267,25783,24282,2457,4235,364,0.0,1.0,0.03758674847028759
reset_stagger_pressure,49,focused,same_reset,2,11,30239,4267,25972,24734,2428,4033,285,0.0,1.0,0.033917581644943545
five_hour_first,50,focused,same_reset,2,10,30400,2977,27423,24399,1666,2188,2,0.0,1.0,-0.014243174640822809
seven_day_first,50,focused,same_reset,2,10,29743,2977,26766,23842,1685,2373,252,0.0,1.0,0.0036611482051907007
weighted_score,50,focused,same_reset,2,10,30084,2977,27107,24322,1732,2318,117,0.0,1.0,-0.005356626605845793
reset_aware_weekly_priority,50,focused,same_reset,2,10,29639,2977,26662,23704,1704,2205,127,0.0,1.0,-0.0030795042077950696
reset_stagger_pressure,50,focused,same_reset,2,10,29785,2977,26808,24077,1658,2626,359,0.0,1.0,0.007686821030507107
five_hour_first,51,focused,staggered_reset,3,30,49978,4412,45566,37655,2440,3999,14,0.0,1.0,-0.021479970959510236
seven_day_first,51,focused,staggered_reset,3,30,51154,4412,46742,38888,2444,10009,869,0.0,1.0,-0.010890377988644007
weighted_score,51,focused,staggered_reset,3,30,51061,4412,46649,38711,2459,5545,332,0.0,1.0,-0.014653918378343067
reset_aware_weekly_priority,51,focused,staggered_reset,3,30,50777,4412,46365,38662,2443,5343,297,0.0,1.0,-0.015042008993738337
reset_stagger_pressure,51,focused,staggered_reset,3,30,50827,4412,46415,38614,2440,5736,372,0.0,1.0,-0.013711607032558443
five_hour_first,52,focused,same_reset,3,28,73813,4716,69097,57265,2623,10899,20,0.0,1.0,-0.04354976808291125
seven_day_first,52,focused,same_reset,3,28,73910,4716,69194,57157,2644,14275,731,0.0,1.0,-0.03608896803194089
weighted_score,52,focused,same_reset,3,28,74266,4716,69550,57613,2650,11328,362,0.0,1.0,-0.03925639958966021
reset_aware_weekly_priority,52,focused,same_reset,3,28,73165,4716,68449,56729,2632,12047,602,0.0,1.0,-0.03578541773707139
reset_stagger_pressure,52,focused,same_reset,3,28,74428,4716,69712,57629,2642,11878,638,0.0,1.0,-0.03612756931804745
five_hour_first,53,focused,same_reset,3,23,27303,5013,22290,18895,2905,3205,5,0.0,1.0,0.06719444155002732
seven_day_first,53,focused,same_reset,3,23,28113,5013,23100,19484,2977,4573,695,0.0,1.0,0.08581611677458292
weighted_score,53,focused,same_reset,3,23,28045,5013,23032,19497,2814,3663,222,0.0,1.0,0.07029729132270518
reset_aware_weekly_priority,53,focused,same_reset,3,23,27628,5013,22615,19366,2965,3700,327,0.0,1.0,0.07854505215642649
reset_stagger_pressure,53,focused,same_reset,3,23,27284,5013,22271,19121,2900,3467,143,0.0,1.0,0.0727171716833552
five_hour_first,54,focused,same_reset,2,20,43808,2493,41315,32981,1470,3758,13,0.0,1.0,-0.04850313787625496
seven_day_first,54,focused,same_reset,2,20,43836,2493,41343,33345,1470,6807,450,0.0,1.0,-0.039252849314402344
weighted_score,54,focused,same_reset,2,20,43509,2493,41016,32742,1470,3814,214,0.0,1.0,-0.04025058043204674
reset_aware_weekly_priority,54,focused,same_reset,2,20,42966,2493,40473,32461,1470,3996,80,0.0,1.0,-0.04505988337876926
reset_stagger_pressure,54,focused,same_reset,2,20,43609,2493,41116,33040,1470,4460,192,0.0,1.0,-0.042402750566634506
five_hour_first,55,focused,same_reset,2,18,42985,3046,39939,32073,1786,5262,2,0.0,1.0,-0.03641827056962371
seven_day_first,55,focused,same_reset,2,18,42872,3046,39826,31724,1767,6000,252,0.0,1.0,-0.030041119015193324
weighted_score,55,focused,same_reset,2,18,42781,3046,39735,31631,1770,5347,118,0.0,1.0,-0.03286040963110606
reset_aware_weekly_priority,55,focused,same_reset,2,18,42546,3046,39500,31585,1783,5447,134,0.0,1.0,-0.03208201416135034
reset_stagger_pressure,55,focused,same_reset,2,18,43371,3046,40325,32294,1772,5457,106,0.0,1.0,-0.0342067103345528
five_hour_first,56,focused,staggered_reset,3,23,36363,4483,31880,25526,2445,3501,15,0.0,1.0,0.010888106288874488
seven_day_first,56,focused,staggered_reset,3,23,36116,4483,31633,25068,2438,5214,878,0.0,1.0,0.03646225185272442
weighted_score,56,focused,staggered_reset,3,23,36145,4483,31662,25377,2414,4129,375,0.0,1.0,0.024224283912718164
reset_aware_weekly_priority,56,focused,staggered_reset,3,23,35979,4483,31496,25012,2410,4201,502,0.0,1.0,0.029233064253356145
reset_stagger_pressure,56,focused,staggered_reset,3,23,36764,4483,32281,25593,2405,4792,687,0.0,1.0,0.030355301782139604
five_hour_first,57,focused,same_reset,3,25,62852,4748,58104,46666,2979,6587,2,0.0,1.0,-0.031115518113790402
seven_day_first,57,focused,same_reset,3,25,62621,4748,57873,46490,2997,7849,466,0.0,1.0,-0.021903190723160215
weighted_score,57,focused,same_reset,3,25,62755,4748,58007,46511,2980,7504,221,0.0,1.0,-0.026603122826993064
reset_aware_weekly_priority,57,focused,same_reset,3,25,62516,4748,57768,46166,2952,7394,227,0.0,1.0,-0.026245134368699352
reset_stagger_pressure,57,focused,same_reset,3,25,62888,4748,58140,46548,2949,7645,641,0.0,1.0,-0.01873515284538743
five_hour_first,58,focused,same_reset,3,25,43100,3921,39179,31647,2177,4606,15,0.0,1.0,-0.018631849487610846
seven_day_first,58,focused,same_reset,3,25,42672,3921,38751,31021,2209,6617,818,0.0,1.0,0.0006664689832204806
weighted_score,58,focused,same_reset,3,25,42261,3921,38340,30812,2220,4947,308,0.0,1.0,-0.007702139507424488
reset_aware_weekly_priority,58,focused,same_reset,3,25,43609,3921,39688,31933,2228,5460,318,0.0,1.0,-0.010882122562969415
reset_stagger_pressure,58,focused,same_reset,3,25,42630,3921,38709,31304,2194,4759,167,0.0,1.0,-0.012830330219588293
five_hour_first,59,focused,same_reset,2,16,29899,3447,26452,24238,2079,3269,0,0.0,1.0,0.0021452966660612527
seven_day_first,59,focused,same_reset,2,16,30401,3447,26954,24683,2078,3573,237,0.0,1.0,0.010365596233887803
weighted_score,59,focused,same_reset,2,16,30021,3447,26574,24282,2086,3413,137,0.0,1.0,0.007871648294249689
reset_aware_weekly_priority,59,focused,same_reset,2,16,30568,3447,27121,24765,2075,3538,109,0.0,1.0,0.0045036439065805345
reset_stagger_pressure,59,focused,same_reset,2,16,30020,3447,26573,24372,2079,3360,105,0.0,1.0,0.006389617347666798
five_hour_first,60,focused,staggered_reset,2,16,37632,3033,34599,29313,1781,3834,3,0.0,1.0,-0.028275712031330696
seven_day_first,60,focused,staggered_reset,2,16,37890,3033,34857,29479,1780,4138,253,0.0,1.0,-0.019700156988889356
weighted_score,60,focused,staggered_reset,2,16,37011,3033,33978,28876,1786,3899,136,0.0,1.0,-0.02194119433189004
reset_aware_weekly_priority,60,focused,staggered_reset,2,16,37756,3033,34723,29358,1788,3860,106,0.0,1.0,-0.02442287414631772
reset_stagger_pressure,60,focused,staggered_reset,2,16,38474,3033,35441,30033,1762,4292,97,0.0,1.0,-0.02676005182856725
five_hour_first,61,focused,staggered_reset,3,29,70992,3629,67363,52822,1949,8048,0,0.0,1.0,-0.05499271867704711
seven_day_first,61,focused,staggered_reset,3,29,70185,3629,66556,51943,1966,8291,283,0.0,1.0,-0.04922335162207869
weighted_score,61,focused,staggered_reset,3,29,69541,3629,65912,51389,1938,8164,156,0.0,1.0,-0.05117614089632758
reset_aware_weekly_priority,61,focused,staggered_reset,3,29,70142,3629,66513,51845,1971,8049,159,0.0,1.0,-0.051316075177543274
reset_stagger_pressure,61,focused,staggered_reset,3,29,70144,3629,66515,51925,1981,8385,403,0.0,1.0,-0.04703740323413769
five_hour_first,62,focused,staggered_reset,3,22,51970,3818,48152,36630,1941,4502,9,0.0,1.0,-0.035026972436806414
seven_day_first,62,focused,staggered_reset,3,22,51562,3818,47744,35994,1929,5983,706,0.0,1.0,-0.01706903818460126
weighted_score,62,focused,staggered_reset,3,22,51553,3818,47735,35781,1904,4888,243,0.0,1.0,-0.027398018758437948
reset_aware_weekly_priority,62,focused,staggered_reset,3,22,51617,3818,47799,35897,1942,4786,274,0.0,1.0,-0.026110130741203913
reset_stagger_pressure,62,focused,staggered_reset,3,22,52064,3818,48246,36208,1910,5152,297,0.0,1.0,-0.02683220454312016
five_hour_first,63,focused,same_reset,2,19,55376,4555,50821,43926,2806,5885,2,0.0,1.0,-0.02639988677988081
seven_day_first,63,focused,same_reset,2,19,56182,4555,51627,44124,2805,6348,336,0.0,1.0,-0.019414727464714593
weighted_score,63,focused,same_reset,2,19,55501,4555,50946,43781,2831,6185,198,0.0,1.0,-0.021582956184018787
reset_aware_weekly_priority,63,focused,same_reset,2,19,55776,4555,51221,44101,2805,6159,199,0.0,1.0,-0.022086269363066513
reset_stagger_pressure,63,focused,same_reset,2,19,56007,4555,51452,44340,2812,6481,572,0.0,1.0,-0.013976159883226424
five_hour_first,64,focused,staggered_reset,3,27,76209,4832,71377,59343,2554,6830,18,0.0,1.0,-0.04446199287448985
seven_day_first,64,focused,staggered_reset,3,27,76865,4832,72033,60260,2623,16034,953,0.0,1.0,-0.03619813566408214
weighted_score,64,focused,staggered_reset,3,27,75663,4832,70831,58959,2571,10434,352,0.0,1.0,-0.03933448912233817
reset_aware_weekly_priority,64,focused,staggered_reset,3,27,75770,4832,70938,59356,2578,9699,474,0.0,1.0,-0.0371707769044948
reset_stagger_pressure,64,focused,staggered_reset,3,27,76503,4832,71671,59842,2578,8505,443,0.0,1.0,-0.03720427585815936
five_hour_first,65,focused,staggered_reset,2,19,26094,3350,22744,20278,1932,1745,1,0.0,1.0,0.013772279406350896
seven_day_first,65,focused,staggered_reset,2,19,26099,3350,22749,20358,1969,1831,126,0.0,1.0,0.024352097783868654
weighted_score,65,focused,staggered_reset,2,19,25835,3350,22485,20175,1957,1671,38,0.0,1.0,0.018429778375200406
reset_aware_weekly_priority,65,focused,staggered_reset,2,19,25788,3350,22438,20068,1863,1673,42,0.0,1.0,0.017908048811743932
reset_stagger_pressure,65,focused,staggered_reset,2,19,26358,3350,23008,20694,1951,1798,109,0.0,1.0,0.021630367319129512
five_hour_first,66,focused,staggered_reset,3,20,25412,4405,21007,18463,2635,2065,0,0.0,1.0,0.057019778705973384
seven_day_first,66,focused,staggered_reset,3,20,25867,4405,21462,18868,2640,2454,357,0.0,1.0,0.07600731404078861
weighted_score,66,focused,staggered_reset,3,20,25984,4405,21579,18953,2657,2340,170,0.0,1.0,0.0646138390075795
reset_aware_weekly_priority,66,focused,staggered_reset,3,20,25239,4405,20834,18378,2676,2238,193,0.0,1.0,0.07150991222429717
reset_stagger_pressure,66,focused,staggered_reset,3,20,25633,4405,21228,18531,2574,2719,567,0.0,1.0,0.08629962932827484
five_hour_first,67,focused,same_reset,3,16,49127,6224,42903,42130,3918,3775,17,0.0,1.0,0.012609392777929163
seven_day_first,67,focused,same_reset,3,16,48504,6224,42280,41536,3888,4776,837,0.0,1.0,0.03951259490077008
weighted_score,67,focused,same_reset,3,16,48667,6224,42443,41626,3810,4080,350,0.0,1.0,0.025272654718214355
reset_aware_weekly_priority,67,focused,same_reset,3,16,48840,6224,42616,41731,3928,4267,457,0.0,1.0,0.02880238747162317
reset_stagger_pressure,67,focused,same_reset,3,16,48932,6224,42708,42048,3961,4526,616,0.0,1.0,0.03300369239373599
five_hour_first,68,focused,same_reset,3,17,25418,5238,20180,20050,3297,1318,10,0.0,1.0,0.08649991850554178
seven_day_first,68,focused,same_reset,3,17,25641,5238,20403,20608,3377,1895,518,0.0,1.0,0.12496728167524995
weighted_score,68,focused,same_reset,3,17,24872,5238,19634,19828,3302,1361,183,0.0,1.0,0.10922082174213868
reset_aware_weekly_priority,68,focused,same_reset,3,17,26393,5238,21155,20944,3287,1604,187,0.0,1.0,0.09564631110110106
reset_stagger_pressure,68,focused,same_reset,3,17,25791,5238,20553,20637,3313,1702,392,0.0,1.0,0.11684768782087479
five_hour_first,69,focused,same_reset,3,24,59154,5428,53726,44413,2975,6002,20,0.0,1.0,-0.018521600959671952
seven_day_first,69,focused,same_reset,3,24,59141,5428,53713,44778,2977,7268,912,0.0,1.0,-0.0003104184460331061
weighted_score,69,focused,same_reset,3,24,58624,5428,53196,44402,3034,6156,358,0.0,1.0,-0.009381193418904699
reset_aware_weekly_priority,69,focused,same_reset,3,24,58109,5428,52681,43838,2961,6408,574,0.0,1.0,-0.004290173970358191
reset_stagger_pressure,69,focused,same_reset,3,24,59094,5428,53666,44741,3012,6671,592,0.0,1.0,-0.005560892068758927
five_hour_first,70,focused,same_reset,2,18,42257,3273,38984,32921,1724,3778,2,0.0,1.0,-0.03261040948519514
seven_day_first,70,focused,same_reset,2,18,42868,3273,39595,33218,1699,4636,269,0.0,1.0,-0.025064173575261278
weighted_score,70,focused,same_reset,2,18,43583,3273,40310,33809,1708,4043,133,0.0,1.0,-0.029867110156740567
reset_aware_weekly_priority,70,focused,same_reset,2,18,42970,3273,39697,33417,1760,4382,96,0.0,1.0,-0.030228283980417187
reset_stagger_pressure,70,focused,same_reset,2,18,43213,3273,39940,33835,1741,4132,98,0.0,1.0,-0.03055973494379119
five_hour_first,71,focused,same_reset,3,20,30551,3915,26636,21792,2221,4228,2,0.0,1.0,0.015252954039499028
seven_day_first,71,focused,same_reset,3,20,29921,3915,26006,21212,2239,4675,576,0.0,1.0,0.03646083863285132
weighted_score,71,focused,same_reset,3,20,29618,3915,25703,20993,2238,4187,225,0.0,1.0,0.02724059733190226
reset_aware_weekly_priority,71,focused,same_reset,3,20,30503,3915,26588,21549,2178,4504,358,0.0,1.0,0.027034351159610198
reset_stagger_pressure,71,focused,same_reset,3,20,30831,3915,26916,21982,2221,4544,350,0.0,1.0,0.02570080797523369
five_hour_first,72,focused,same_reset,3,26,44760,5873,38887,30861,3294,4168,3,0.0,1.0,0.018639761744615485
seven_day_first,72,focused,same_reset,3,26,44244,5873,38371,30381,3313,5037,680,0.0,1.0,0.04043106735347099
weighted_score,72,focused,same_reset,3,26,43666,5873,37793,29712,3281,4281,353,0.0,1.0,0.03412406199532217
reset_aware_weekly_priority,72,focused,same_reset,3,26,45007,5873,39134,30908,3308,4621,397,0.0,1.0,0.03098721652412917
reset_stagger_pressure,72,focused,same_reset,3,26,44157,5873,38284,30202,3263,4567,507,0.0,1.0,0.03676375631810114
five_hour_first,73,focused,same_reset,3,19,35930,4777,31153,25397,2667,1965,17,0.0,1.0,0.020617885551394877
seven_day_first,73,focused,same_reset,3,19,36020,4777,31243,25811,2681,4431,918,0.0,1.0,0.04987865350925333
weighted_score,73,focused,same_reset,3,19,36221,4777,31444,25621,2649,2509,397,0.0,1.0,0.041901865578395175
reset_aware_weekly_priority,73,focused,same_reset,3,19,36295,4777,31518,25933,2711,3103,592,0.0,1.0,0.046883269195512695
reset_stagger_pressure,73,focused,same_reset,3,19,35500,4777,30723,25501,2665,2671,563,0.0,1.0,0.05193816438270582
five_hour_first,74,focused,staggered_reset,3,19,41034,5007,36027,32088,2839,4249,11,0.0,1.0,0.00792172158699489
seven_day_first,74,focused,staggered_reset,3,19,40380,5007,35373,31882,2827,6368,773,0.0,1.0,0.027173829228509555
weighted_score,74,focused,staggered_reset,3,19,40863,5007,35856,31959,2819,4984,312,0.0,1.0,0.017213709136068622
reset_aware_weekly_priority,74,focused,staggered_reset,3,19,40214,5007,35207,31326,2794,5048,391,0.0,1.0,0.021072448830206564
reset_stagger_pressure,74,focused,staggered_reset,3,19,40517,5007,35510,31873,2810,4885,387,0.0,1.0,0.020428345139264115
five_hour_first,75,focused,same_reset,3,30,99206,4528,94678,80752,2584,9576,12,0.0,1.0,-0.059862547749820166
seven_day_first,75,focused,same_reset,3,30,99594,4528,95066,81295,2591,10587,601,0.0,1.0,-0.051691734839479364
weighted_score,75,focused,same_reset,3,30,100073,4528,95545,81854,2558,9810,279,0.0,1.0,-0.056248375266995915
reset_aware_weekly_priority,75,focused,same_reset,3,30,100502,4528,95974,82023,2553,10110,265,0.0,1.0,-0.056749214405527465
reset_stagger_pressure,75,focused,same_reset,3,30,99291,4528,94763,81000,2562,9708,241,0.0,1.0,-0.05644653027404206
five_hour_first,76,focused,staggered_reset,2,15,42014,3163,38851,33753,1851,5967,2,0.0,1.0,-0.033540730725231116
seven_day_first,76,focused,staggered_reset,2,15,41940,3163,38777,33843,1846,6323,303,0.0,1.0,-0.02638337447401143
weighted_score,76,focused,staggered_reset,2,15,41927,3163,38764,33911,1859,6132,138,0.0,1.0,-0.030110820877511074
reset_aware_weekly_priority,76,focused,staggered_reset,2,15,42203,3163,39040,33930,1826,6150,180,0.0,1.0,-0.029692490706201974
reset_stagger_pressure,76,focused,staggered_reset,2,15,41847,3163,38684,33485,1845,6095,109,0.0,1.0,-0.030633240708675236
five_hour_first,77,focused,same_reset,3,27,41280,3458,37822,31742,1909,3111,0,0.0,1.0,-0.026326149627398043
seven_day_first,77,focused,same_reset,3,27,41064,3458,37606,31729,1913,3620,340,0.0,1.0,-0.011891631019948362
weighted_score,77,focused,same_reset,3,27,41485,3458,38027,31859,1863,3200,153,0.0,1.0,-0.019860221306385678
reset_aware_weekly_priority,77,focused,same_reset,3,27,41494,3458,38036,31858,1931,3525,160,0.0,1.0,-0.019702164641810654
reset_stagger_pressure,77,focused,same_reset,3,27,42013,3458,38555,32405,1877,3441,123,0.0,1.0,-0.022541896607830708
five_hour_first,78,focused,same_reset,2,11,27558,4397,23161,20623,2785,1865,8,0.0,1.0,0.04609235723008259
seven_day_first,78,focused,same_reset,2,11,27621,4397,23224,20606,2663,2773,549,0.0,1.0,0.07343895959624072
weighted_score,78,focused,same_reset,2,11,26926,4397,22529,20171,2708,2089,182,0.0,1.0,0.06094107909208718
reset_aware_weekly_priority,78,focused,same_reset,2,11,27286,4397,22889,20400,2689,2209,305,0.0,1.0,0.066465596843298
reset_stagger_pressure,78,focused,same_reset,2,11,26942,4397,22545,20060,2729,2439,480,0.0,1.0,0.07777246819921821
five_hour_first,79,focused,same_reset,3,15,28237,6369,21868,21005,3800,1302,5,0.0,1.0,0.10369194959124073
seven_day_first,79,focused,same_reset,3,15,27484,6369,21115,20438,3766,1798,457,0.0,1.0,0.14640622577894097
weighted_score,79,focused,same_reset,3,15,27743,6369,21374,20678,3803,1427,164,0.0,1.0,0.12391777732214357
reset_aware_weekly_priority,79,focused,same_reset,3,15,26964,6369,20595,19935,3738,1335,211,0.0,1.0,0.13592789568828925
reset_stagger_pressure,79,focused,same_reset,3,15,28023,6369,21654,20839,3716,1565,414,0.0,1.0,0.14335470084009794
five_hour_first,80,focused,same_reset,3,24,55314,4791,50523,44193,2853,4523,16,0.0,1.0,-0.022699724686523065
seven_day_first,80,focused,same_reset,3,24,54758,4791,49967,43739,2862,7258,844,0.0,1.0,-0.004952934247002022
weighted_score,80,focused,same_reset,3,24,54686,4791,49895,43764,2868,5454,371,0.0,1.0,-0.012086668786802951
reset_aware_weekly_priority,80,focused,same_reset,3,24,54713,4791,49922,43572,2855,5413,483,0.0,1.0,-0.008938403986944538
reset_stagger_pressure,80,focused,same_reset,3,24,54958,4791,50167,43652,2854,5385,617,0.0,1.0,-0.005445222841448161
five_hour_first,81,focused,staggered_reset,3,15,30070,3929,26141,20381,2246,1970,7,0.0,1.0,0.019546416610204204
seven_day_first,81,focused,staggered_reset,3,15,29191,3929,25262,20215,2256,2791,623,0.0,1.0,0.0556000926908671
weighted_score,81,focused,staggered_reset,3,15,30399,3929,26470,20895,2225,2456,273,0.0,1.0,0.033768024847613404
reset_aware_weekly_priority,81,focused,staggered_reset,3,15,30041,3929,26112,20881,2222,2530,440,0.0,1.0,0.044241634775811334
reset_stagger_pressure,81,focused,staggered_reset,3,15,30236,3929,26307,20959,2269,2605,529,0.0,1.0,0.048486504012981435
five_hour_first,82,focused,same_reset,2,20,41732,3352,38380,34289,2121,6698,1,0.0,1.0,-0.02828802372326028
seven_day_first,82,focused,same_reset,2,20,41767,3352,38415,34265,2157,6745,163,0.0,1.0,-0.024459136908685897
weighted_score,82,focused,same_reset,2,20,42121,3352,38769,34650,2142,6807,52,0.0,1.0,-0.02769339548820371
reset_aware_weekly_priority,82,focused,same_reset,2,20,41417,3352,38065,33715,2126,6668,30,0.0,1.0,-0.02690757329162352
reset_stagger_pressure,82,focused,same_reset,2,20,41478,3352,38126,33705,2133,6612,62,0.0,1.0,-0.02620262381350455
five_hour_first,83,focused,staggered_reset,3,24,56432,4064,52368,39103,2133,5085,5,0.0,1.0,-0.03580433201816266
seven_day_first,83,focused,staggered_reset,3,24,56769,4064,52705,39452,2143,6026,584,0.0,1.0,-0.021771343704347107
weighted_score,83,focused,staggered_reset,3,24,56998,4064,52934,39613,2161,5497,239,0.0,1.0,-0.029929538112367787
reset_aware_weekly_priority,83,focused,staggered_reset,3,24,57048,4064,52984,39820,2158,5582,316,0.0,1.0,-0.02809317296180025
reset_stagger_pressure,83,focused,staggered_reset,3,24,56743,4064,52679,39181,2157,5313,123,0.0,1.0,-0.03262951884980031
five_hour_first,84,focused,same_reset,3,27,52085,4969,47116,40234,3116,3964,6,0.0,1.0,-0.013629999751684468
seven_day_first,84,focused,same_reset,3,27,51008,4969,46039,39348,3123,5460,529,0.0,1.0,0.002566408641538037
weighted_score,84,focused,same_reset,3,27,51559,4969,46590,39908,3107,4119,222,0.0,1.0,-0.004989478719210294
reset_aware_weekly_priority,84,focused,same_reset,3,27,52110,4969,47141,40111,3099,4552,279,0.0,1.0,-0.004741904140758563
reset_stagger_pressure,84,focused,same_reset,3,27,51659,4969,46690,40113,3099,4011,131,0.0,1.0,-0.008454858232576051
five_hour_first,85,focused,staggered_reset,3,19,58373,5327,53046,44934,3193,5550,10,0.0,1.0,-0.01808422437106358
seven_day_first,85,focused,staggered_reset,3,19,58453,5327,53126,45140,3158,8214,876,0.0,1.0,-0.0027197578817216017
weighted_score,85,focused,staggered_reset,3,19,56917,5327,51590,44175,3197,6466,337,0.0,1.0,-0.008574674214170852
reset_aware_weekly_priority,85,focused,staggered_reset,3,19,58360,5327,53033,44788,3183,6632,309,0.0,1.0,-0.011349331255841338
reset_stagger_pressure,85,focused,staggered_reset,3,19,57548,5327,52221,44454,3144,6839,320,0.0,1.0,-0.01050388756972137
five_hour_first,86,focused,same_reset,3,25,83781,4195,79586,70927,2399,15010,12,0.0,1.0,-0.05637448983514293
seven_day_first,86,focused,same_reset,3,25,84216,4195,80021,71271,2399,16823,878,0.0,1.0,-0.04888769730138762
weighted_score,86,focused,same_reset,3,25,83406,4195,79211,70428,2399,15252,358,0.0,1.0,-0.05275606186554668
reset_aware_weekly_priority,86,focused,same_reset,3,25,83857,4195,79662,70975,2399,15945,429,0.0,1.0,-0.05249614639046302
reset_stagger_pressure,86,focused,same_reset,3,25,83751,4195,79556,70878,2399,15477,496,0.0,1.0,-0.051668875960858784
five_hour_first,87,focused,staggered_reset,2,12,21749,2932,18817,16177,1649,1488,2,0.0,1.0,0.02005288147446016
seven_day_first,87,focused,staggered_reset,2,12,21035,2932,18103,15793,1615,1594,236,0.0,1.0,0.045344120317182435
weighted_score,87,focused,staggered_reset,2,12,21691,2932,18759,16269,1633,1719,131,0.0,1.0,0.031144689559599287
reset_aware_weekly_priority,87,focused,staggered_reset,2,12,21331,2932,18399,15994,1623,1611,160,0.0,1.0,0.03648324118613863
reset_stagger_pressure,87,focused,staggered_reset,2,12,21162,2932,18230,15823,1654,1756,238,0.0,1.0,0.043448302803855116
five_hour_first,88,focused,staggered_reset,3,25,60104,6902,53202,43244,4007,6259,16,0.0,1.0,0.003932512261329568
seven_day_first,88,focused,staggered_reset,3,25,59781,6902,52879,42776,3967,8422,1109,0.0,1.0,0.023754890375026677
weighted_score,88,focused,staggered_reset,3,25,59960,6902,53058,43099,4008,6731,387,0.0,1.0,0.012450126382781201
reset_aware_weekly_priority,88,focused,staggered_reset,3,25,59463,6902,52561,42342,3967,6854,270,0.0,1.0,0.010581854032848864
reset_stagger_pressure,88,focused,staggered_reset,3,25,59528,6902,52626,42574,4005,6921,625,0.0,1.0,0.018225411353868015
five_hour_first,89,focused,staggered_reset,2,11,16050,4560,11490,13156,3163,638,7,0.0,1.0,0.16062992791232647
