policy,trial_id,scenario_mode,reset_pattern,account_count,user_count,total_demand,served_demand,denied_demand,peak_total_demand,peak_served_demand,migrated_requests,migration_successes,peak_useful_five_hour,weekly_drift,mean_seven_day_utilization,objective_score
seven_day_first,30,focused,same_reset,3,20,31868,5051,26817,22894,2884,4816,792,0.04954648526077079,0.0,1.0,0.06372170050881248
weighted_score,30,focused,same_reset,3,20,31550,5051,26499,22636,2930,2584,290,0.05476190476190427,0.0,1.0,0.06032030017078721
reset_aware_weekly_priority,30,focused,same_reset,3,20,31953,5051,26902,23113,2968,3477,533,0.05861678004535085,0.0,1.0,0.06430470044325051
reset_stagger_pressure,30,focused,same_reset,3,20,31764,5051,26713,23126,2913,2529,208,0.058333333333332654,0.0,1.0,0.055581711073164564
reset_near_expiry_reserve,30,focused,same_reset,3,20,31261,5051,26210,22577,2949,2277,117,0.05827664399092907,0.0,1.0,0.054852745940254494
five_hour_first,31,focused,staggered_reset,2,14,33281,2912,30369,26791,1746,2515,8,0.055697278911564625,0.0,1.0,-0.016907013823253936
seven_day_first,31,focused,staggered_reset,2,14,33519,2912,30607,26931,1738,5143,321,0.04923469387755102,0.0,1.0,-0.011408886783763506
weighted_score,31,focused,staggered_reset,2,14,33734,2912,30822,27237,1759,2886,187,0.053231292517006805,0.0,1.0,-0.010813254072190054
reset_aware_weekly_priority,31,focused,staggered_reset,2,14,33436,2912,30524,27162,1775,3733,147,0.05731292517006803,0.0,1.0,-0.01250302582572857
reset_stagger_pressure,31,focused,staggered_reset,2,14,33171,2912,30259,26621,1774,3577,223,0.053656462585034016,0.0,1.0,-0.009513835046945224
reset_near_expiry_reserve,31,focused,staggered_reset,2,14,34108,2912,31196,27654,1777,3307,297,0.053231292517006805,0.0,1.0,-0.008495317015759118
five_hour_first,32,focused,same_reset,3,23,52293,4862,47431,41075,2945,6208,13,0.028004535147392404,0.0,1.0,-0.016113360237330177
seven_day_first,32,focused,same_reset,3,23,52618,4862,47756,41548,2966,9504,904,0.024773242630385446,0.0,1.0,-0.005916805848151269
weighted_score,32,focused,same_reset,3,23,52277,4862,47415,41108,2997,6975,336,0.02851473922902503,0.0,1.0,-0.010122506893648714
reset_aware_weekly_priority,32,focused,same_reset,3,23,52562,4862,47700,41286,2966,7870,417,0.02692743764172339,0.0,1.0,-0.01043101031335067
reset_stagger_pressure,32,focused,same_reset,3,23,52801,4862,47939,41497,2913,6917,322,0.024829931972789078,0.0,1.0,-0.012291034982691212
reset_near_expiry_reserve,32,focused,same_reset,3,23,52964,4862,48102,41399,2987,6614,213,0.02721088435374155,0.0,1.0,-0.013221392762240103
five_hour_first,33,focused,staggered_reset,2,17,23442,4716,18726,18968,2715,2027,13,0.07627551020408163,0.0,1.0,0.0806444060423547
seven_day_first,33,focused,staggered_reset,2,17,24100,4716,19384,19703,2751,4138,591,0.07772108843537415,0.0,1.0,0.09278559211309237
weighted_score,33,focused,staggered_reset,2,17,24288,4716,19572,19570,2663,2446,328,0.07610544217687075,0.0,1.0,0.08947651211647228
reset_aware_weekly_priority,33,focused,staggered_reset,2,17,24137,4716,19421,19378,2693,3151,468,0.07653061224489796,0.0,1.0,0.09289792141767153
reset_stagger_pressure,33,focused,staggered_reset,2,17,23832,4716,19116,19356,2728,3040,415,0.08010204081632653,0.0,1.0,0.09416819034245971
reset_near_expiry_reserve,33,focused,staggered_reset,2,17,23859,4716,19143,19508,2700,2624,483,0.06853741496598639,0.0,1.0,0.09712580927472489
five_hour_first,34,focused,staggered_reset,3,23,57546,4234,53312,48192,2298,5040,25,0.025736961451247292,0.0,1.0,-0.035364497627957014
seven_day_first,34,focused,staggered_reset,3,23,57138,4234,52904,48018,2304,14670,812,0.020521541950113308,0.0,1.0,-0.02973701933593817
weighted_score,34,focused,staggered_reset,3,23,57052,4234,52818,47971,2287,5862,443,0.022732426303854858,0.0,1.0,-0.026979784312004013
reset_aware_weekly_priority,34,focused,staggered_reset,3,23,58139,4234,53905,48559,2299,9651,306,0.02335600907029481,0.0,1.0,-0.03310311981709449
reset_stagger_pressure,34,focused,staggered_reset,3,23,56715,4234,52481,47625,2278,5244,197,0.02420634920634927,0.0,1.0,-0.030983906274735545
reset_near_expiry_reserve,34,focused,staggered_reset,3,23,57031,4234,52797,47771,2267,4962,162,0.026587301587301642,0.0,1.0,-0.031562584100846086
five_hour_first,35,focused,same_reset,3,33,31231,5014,26217,23546,2777,2640,15,0.06269841269841293,0.0,1.0,0.04563364931425476
seven_day_first,35,focused,same_reset,3,33,31449,5014,26435,23617,2768,5093,763,0.05595238095238102,0.0,1.0,0.060939404109692064
weighted_score,35,focused,same_reset,3,33,31114,5014,26100,23478,2757,2889,302,0.06269841269841293,0.0,1.0,0.05771718325950423
reset_aware_weekly_priority,35,focused,same_reset,3,33,31303,5014,26289,23538,2859,3486,145,0.06768707482993203,0.0,1.0,0.05156960727812854
reset_stagger_pressure,35,focused,same_reset,3,33,30659,5014,25645,23232,2810,2742,170,0.0648526077097508,0.0,1.0,0.05549774804085822
reset_near_expiry_reserve,35,focused,same_reset,3,33,31720,5014,26706,23702,2806,2809,197,0.05918367346938787,0.0,1.0,0.051404967405816904
five_hour_first,36,focused,same_reset,2,13,28923,2853,26070,23256,1638,1881,6,0.039285714285714285,0.0,1.0,-0.011043923364819713
seven_day_first,36,focused,same_reset,2,13,28404,2853,25551,23102,1670,3793,339,0.04115646258503401,0.0,1.0,0.0012715195475219154
weighted_score,36,focused,same_reset,2,13,28697,2853,25844,23160,1664,2391,203,0.04175170068027211,0.0,1.0,6.2077760310697e-05
reset_aware_weekly_priority,36,focused,same_reset,2,13,28586,2853,25733,22885,1647,2981,296,0.04251700680272109,0.0,1.0,0.0021872891444036646
reset_stagger_pressure,36,focused,same_reset,2,13,28605,2853,25752,22919,1678,1986,69,0.04124149659863945,0.0,1.0,-0.005430426158841317
reset_near_expiry_reserve,36,focused,same_reset,2,13,28807,2853,25954,23444,1667,1918,67,0.03945578231292517,0.0,1.0,-0.006759698830242161
five_hour_first,37,focused,same_reset,3,26,49592,4818,44774,39977,2866,3820,21,0.041780045351474025,0.0,1.0,-0.010913424867359162
seven_day_first,37,focused,same_reset,3,26,49884,4818,45066,40033,2912,8643,1005,0.0349773242630387,0.0,1.0,0.0012539836403336613
weighted_score,37,focused,same_reset,3,26,48174,4818,43356,38363,2908,3971,372,0.042687074829932004,0.0,1.0,0.0028198164368562206
reset_aware_weekly_priority,37,focused,same_reset,3,26,49180,4818,44362,39409,2896,4753,558,0.03815192743764199,0.0,1.0,0.0029773033706646523
reset_stagger_pressure,37,focused,same_reset,3,26,48871,4818,44053,39052,2820,3847,121,0.038775510204081765,0.0,1.0,-0.00723476000539236
reset_near_expiry_reserve,37,focused,same_reset,3,26,49168,4818,44350,39508,2886,3883,130,0.039909297052154374,0.0,1.0,-0.006928302246708623
five_hour_first,38,focused,staggered_reset,3,25,37539,5560,31979,30010,3298,1692,19,0.042006802721088886,0.0,1.0,0.032867446805571826
seven_day_first,38,focused,staggered_reset,3,25,36541,5560,30981,29005,3318,5207,919,0.04302721088435422,0.0,1.0,0.05671962366188227
weighted_score,38,focused,staggered_reset,3,25,36852,5560,31292,29670,3311,2559,427,0.04659863945578271,0.0,1.0,0.054499224346931496
reset_aware_weekly_priority,38,focused,staggered_reset,3,25,37116,5560,31556,29644,3273,3597,539,0.04427437641723406,0.0,1.0,0.05106499946041207
reset_stagger_pressure,38,focused,staggered_reset,3,25,37115,5560,31555,29611,3323,2099,255,0.045068027210884834,0.0,1.0,0.04833468778192651
reset_near_expiry_reserve,38,focused,staggered_reset,3,25,37401,5560,31841,29840,3269,1665,124,0.044954648526077584,0.0,1.0,0.04116362079446609
five_hour_first,39,focused,staggered_reset,2,20,25608,3809,21799,19245,2340,2348,10,0.08545918367346939,0.0,1.0,0.0428819495314362
seven_day_first,39,focused,staggered_reset,2,20,25408,3809,21599,19236,2354,4235,405,0.08001700680272109,0.0,1.0,0.053937248363015805
weighted_score,39,focused,staggered_reset,2,20,25639,3809,21830,19421,2387,2643,254,0.08103741496598639,0.0,1.0,0.05347969024905033
reset_aware_weekly_priority,39,focused,staggered_reset,2,20,25693,3809,21884,19637,2360,3357,279,0.08163265306122448,0.0,1.0,0.05100410963601465
reset_stagger_pressure,39,focused,staggered_reset,2,20,25516,3809,21707,18989,2315,3671,366,0.08537414965986395,0.0,1.0,0.05475062030773742
reset_near_expiry_reserve,39,focused,staggered_reset,2,20,25899,3809,22090,19550,2351,3302,364,0.07738095238095238,0.0,1.0,0.05287024078713648
five_hour_first,40,focused,same_reset,2,14,15821,3088,12733,12006,1913,899,12,0.13962585034013605,0.0,1.0,0.09275685762139865
seven_day_first,40,focused,same_reset,2,14,15689,3088,12601,11929,1875,1746,394,0.10909863945578231,0.0,1.0,0.1137208115214087
weighted_score,40,focused,same_reset,2,14,15736,3088,12648,12026,1918,1156,157,0.12644557823129252,0.0,1.0,0.10604271729764456
reset_aware_weekly_priority,40,focused,same_reset,2,14,16214,3088,13126,12341,1884,1097,88,0.1282312925170068,0.0,1.0,0.09402248889952564
reset_stagger_pressure,40,focused,same_reset,2,14,16156,3088,13068,12303,1880,1007,34,0.1360544217687075,0.0,1.0,0.09016740379947563
reset_near_expiry_reserve,40,focused,same_reset,2,14,15762,3088,12674,11987,1906,1012,90,0.1351190476190476,0.0,1.0,0.10145948012609984
five_hour_first,41,focused,same_reset,3,25,49761,4899,44862,42275,2865,3922,12,0.030668934240362853,0.0,1.0,-0.013355277738069882
seven_day_first,41,focused,same_reset,3,25,50256,4899,45357,42735,2881,6403,837,0.03032879818594113,0.0,1.0,0.001201801573809752
weighted_score,41,focused,same_reset,3,25,49414,4899,44515,41812,2854,4910,337,0.03106575963718832,0.0,1.0,-0.0048478459771124915
reset_aware_weekly_priority,41,focused,same_reset,3,25,49829,4899,44930,42281,2849,5125,528,0.02840136054421775,0.0,1.0,-0.0019220320532204738
reset_stagger_pressure,41,focused,same_reset,3,25,50261,4899,45362,42664,2894,4194,126,0.03270975056689352,0.0,1.0,-0.010379436130631775
reset_near_expiry_reserve,41,focused,same_reset,3,25,50629,4899,45730,43098,2790,4244,247,0.02840136054421775,0.0,1.0,-0.00905806068633852
five_hour_first,42,focused,staggered_reset,2,15,31561,2365,29196,26283,1437,3540,8,0.041666666666666664,0.0,1.0,-0.030200672038379117
seven_day_first,42,focused,staggered_reset,2,15,31982,2365,29617,26825,1414,6142,308,0.03554421768707483,0.0,1.0,-0.026634070299825396
weighted_score,42,focused,staggered_reset,2,15,32326,2365,29961,26833,1403,3983,134,0.0375,0.0,1.0,-0.02891716061761146
reset_aware_weekly_priority,42,focused,staggered_reset,2,15,32341,2365,29976,26643,1471,4131,47,0.04285714285714286,0.0,1.0,-0.02987538611085286
reset_stagger_pressure,42,focused,staggered_reset,2,15,32327,2365,29962,26751,1427,3657,25,0.039370748299319726,0.0,1.0,-0.031518826492775764
reset_near_expiry_reserve,42,focused,staggered_reset,2,15,32531,2365,30166,26957,1418,3752,80,0.03945578231292517,0.0,1.0,-0.030273822190837074
five_hour_first,43,focused,same_reset,2,12,31469,2981,28488,26129,1793,2430,14,0.06284013605442176,0.0,1.0,-0.009936448496681738
seven_day_first,43,focused,same_reset,2,12,31019,2981,28038,25598,1749,3851,440,0.052891156462585034,0.0,1.0,0.0022544857458257905
weighted_score,43,focused,same_reset,2,12,31362,2981,28381,25832,1717,2671,171,0.05969387755102041,0.0,1.0,-0.0038942513330977313
reset_aware_weekly_priority,43,focused,same_reset,2,12,31423,2981,28442,25942,1748,2679,119,0.05918367346938776,0.0,1.0,-0.006168514112979445
reset_stagger_pressure,43,focused,same_reset,2,12,31272,2981,28291,26067,1755,2466,31,0.06420068027210885,0.0,1.0,-0.008919991317075687
reset_near_expiry_reserve,43,focused,same_reset,2,12,30745,2981,27764,25078,1750,2422,79,0.061224489795918366,0.0,1.0,-0.005240787123546031
five_hour_first,44,focused,staggered_reset,2,17,22804,3092,19712,16841,1830,2406,15,0.05,0.0,1.0,0.025413097327643602
seven_day_first,44,focused,staggered_reset,2,17,22895,3092,19803,16958,1836,4323,454,0.05408163265306123,0.0,1.0,0.03746748518351767
weighted_score,44,focused,staggered_reset,2,17,23015,3092,19923,17043,1838,2803,269,0.05408163265306123,0.0,1.0,0.035817994963817296
reset_aware_weekly_priority,44,focused,staggered_reset,2,17,23214,3092,20122,17454,1816,3415,375,0.05510204081632653,0.0,1.0,0.03578816254115999
reset_stagger_pressure,44,focused,staggered_reset,2,17,22676,3092,19584,16957,1827,3515,462,0.04906462585034014,0.0,1.0,0.040486161930713194
reset_near_expiry_reserve,44,focused,staggered_reset,2,17,23010,3092,19918,17386,1823,3009,367,0.047619047619047616,0.0,1.0,0.03702482555405598
five_hour_first,45,focused,staggered_reset,3,31,40452,4858,35594,33953,2914,2998,7,0.04982993197278876,0.0,1.0,0.00845796134152238
seven_day_first,45,focused,staggered_reset,3,31,40696,4858,35838,33701,2834,5512,591,0.04030612244897981,0.0,1.0,0.01855439582308044
weighted_score,45,focused,staggered_reset,3,31,40918,4858,36060,34381,2854,3407,302,0.04206349206349237,0.0,1.0,0.015880030658904365
reset_aware_weekly_priority,45,focused,staggered_reset,3,31,40754,4858,35896,34141,2867,4675,446,0.04948979591836702,0.0,1.0,0.01846495365621617
reset_stagger_pressure,45,focused,staggered_reset,3,31,40435,4858,35577,33676,2821,4503,432,0.044784580498866314,0.0,1.0,0.018297447699213848
reset_near_expiry_reserve,45,focused,staggered_reset,3,31,40813,4858,35955,33886,2800,3822,363,0.04087301587301611,0.0,1.0,0.016524889821742828
five_hour_first,46,focused,staggered_reset,3,29,53149,4470,48679,38394,2589,5052,16,0.029818594104308493,0.0,1.0,-0.022475281437774913
seven_day_first,46,focused,staggered_reset,3,29,52263,4470,47793,37816,2601,11660,624,0.027721088435374262,0.0,1.0,-0.015480592557529843
weighted_score,46,focused,staggered_reset,3,29,52167,4470,47697,37908,2587,5874,309,0.03010204081632664,0.0,1.0,-0.015272319465992196
reset_aware_weekly_priority,46,focused,staggered_reset,3,29,52807,4470,48337,37753,2584,7919,293,0.030782312925170207,0.0,1.0,-0.017619729287912944
reset_stagger_pressure,46,focused,staggered_reset,3,29,53583,4470,49113,38651,2604,7168,335,0.028968253968254087,0.0,1.0,-0.017823554834379612
reset_near_expiry_reserve,46,focused,staggered_reset,3,29,53895,4470,49425,38986,2602,5986,378,0.02658730158730169,0.0,1.0,-0.016723568431869063
five_hour_first,47,focused,same_reset,2,15,31828,3351,28477,25718,1971,4133,10,0.0380952380952381,0.0,1.0,-0.005346250816557541
seven_day_first,47,focused,same_reset,2,15,33177,3351,29826,26789,1939,5953,287,0.04064625850340136,0.0,1.0,-0.003374845332951626
weighted_score,47,focused,same_reset,2,15,32645,3351,29294,26396,1923,4473,164,0.03979591836734694,0.0,1.0,-0.0037345128358734214
reset_aware_weekly_priority,47,focused,same_reset,2,15,32447,3351,29096,26189,1957,4869,272,0.039625850340136055,0.0,1.0,-0.0005072303742929829
reset_stagger_pressure,47,focused,same_reset,2,15,32083,3351,28732,26280,1943,4218,86,0.036734693877551024,0.0,1.0,-0.0047377666794466144
reset_near_expiry_reserve,47,focused,same_reset,2,15,32388,3351,29037,26271,1953,4303,113,0.04098639455782313,0.0,1.0,-0.0038408962689846504
five_hour_first,48,focused,same_reset,3,28,84497,6570,77927,71458,3812,9034,26,0.020918367346938704,0.0,1.0,-0.03209626415362579
seven_day_first,48,focused,same_reset,3,28,84641,6570,78071,71282,3809,15147,1033,0.019897959183673392,0.0,1.0,-0.024476219889821182
weighted_score,48,focused,same_reset,3,28,83433,6570,76863,69995,3837,12416,497,0.021712018140589484,0.0,1.0,-0.026454728926480375
reset_aware_weekly_priority,48,focused,same_reset,3,28,84513,6570,77943,71234,3827,11623,512,0.022448979591836667,0.0,1.0,-0.02680628700302401
reset_stagger_pressure,48,focused,same_reset,3,28,83620,6570,77050,70691,3836,9031,245,0.02142857142857136,0.0,1.0,-0.02832344858009353
reset_near_expiry_reserve,48,focused,same_reset,3,28,83819,6570,77249,70553,3809,9234,322,0.021485260770974974,0.0,1.0,-0.027583914851089242
five_hour_first,49,focused,staggered_reset,2,13,28280,4196,24084,23435,2389,2338,10,0.053316326530612246,0.0,1.0,0.03161784700714368
seven_day_first,49,focused,staggered_reset,2,13,28175,4196,23979,23288,2388,3662,517,0.0554421768707483,0.0,1.0,0.04890927376793064
weighted_score,49,focused,staggered_reset,2,13,28180,4196,23984,23327,2392,2692,206,0.0592687074829932,0.0,1.0,0.04174634851138048
reset_aware_weekly_priority,49,focused,staggered_reset,2,13,28191,4196,23995,23363,2364,2940,418,0.0548469387755102,0.0,1.0,0.048474359266352685
reset_stagger_pressure,49,focused,staggered_reset,2,13,28177,4196,23981,23242,2433,3167,453,0.057993197278911564,0.0,1.0,0.050175559822997096
reset_near_expiry_reserve,49,focused,staggered_reset,2,13,28359,4196,24163,23406,2402,3193,428,0.05408163265306123,0.0,1.0,0.047260476863259265
five_hour_first,50,focused,same_reset,2,12,27750,2766,24984,22132,1638,2532,7,0.042346938775510205,0.0,1.0,-0.008890672554739992
seven_day_first,50,focused,same_reset,2,12,27118,2766,24352,21544,1634,4391,353,0.047193877551020405,0.0,1.0,0.00319063740764558
weighted_score,50,focused,same_reset,2,12,27421,2766,24655,21664,1610,2820,229,0.04005102040816327,0.0,1.0,0.0009882845681859487
reset_aware_weekly_priority,50,focused,same_reset,2,12,27352,2766,24586,21690,1646,3381,273,0.044812925170068026,0.0,1.0,0.002323918105859052
reset_stagger_pressure,50,focused,same_reset,2,12,27042,2766,24276,21631,1648,2371,60,0.04591836734693878,0.0,1.0,-0.0033433746400423625
reset_near_expiry_reserve,50,focused,same_reset,2,12,27370,2766,24604,21883,1617,2347,62,0.045408163265306126,0.0,1.0,-0.004739873092883984
five_hour_first,51,focused,same_reset,3,33,38515,5884,32631,28032,3416,2594,28,0.04863945578231294,0.0,1.0,0.04035425033637313
seven_day_first,51,focused,same_reset,3,33,37731,5884,31847,27314,3532,5024,937,0.05232426303854878,0.0,1.0,0.06623229237237829
weighted_score,51,focused,same_reset,3,33,38709,5884,32825,28340,3525,3054,406,0.04943310657596361,0.0,1.0,0.05542061117754868
reset_aware_weekly_priority,51,focused,same_reset,3,33,37994,5884,32110,27675,3561,3445,343,0.05090702947845797,0.0,1.0,0.05471176697974511
reset_stagger_pressure,51,focused,same_reset,3,33,38273,5884,32389,27698,3426,2701,207,0.049149659863945504,0.0,1.0,0.04948523733556276
reset_near_expiry_reserve,51,focused,same_reset,3,33,38151,5884,32267,27885,3527,2672,147,0.05068027210884346,0.0,1.0,0.04827790483855715
five_hour_first,52,focused,same_reset,3,31,61595,4634,56961,47783,2705,8532,11,0.018083900226757297,0.0,1.0,-0.03332414166718625
seven_day_first,52,focused,same_reset,3,31,61809,4634,57175,47852,2682,11179,767,0.016439909297052104,0.0,1.0,-0.025838777474520458
weighted_score,52,focused,same_reset,3,31,62681,4634,58047,48704,2680,8981,324,0.017006802721088378,0.0,1.0,-0.030605350520154784
reset_aware_weekly_priority,52,focused,same_reset,3,31,61793,4634,57159,47902,2669,8844,299,0.016780045351473868,0.0,1.0,-0.0300475936389214
reset_stagger_pressure,52,focused,same_reset,3,31,62585,4634,57951,48775,2684,9186,405,0.017517006802721023,0.0,1.0,-0.029491315322083073
reset_near_expiry_reserve,52,focused,same_reset,3,31,62149,4634,57515,48099,2669,8932,292,0.01740362811791377,0.0,1.0,-0.0304166286758088
five_hour_first,53,focused,same_reset,3,26,22733,5545,17188,15852,3199,2112,13,0.12154195011338069,0.0,1.0,0.13195609517402462
seven_day_first,53,focused,same_reset,3,26,23135,5545,17590,16187,3207,4468,810,0.10158730158730331,0.0,1.0,0.146046939014824
weighted_score,53,focused,same_reset,3,26,22841,5545,17296,15733,3212,2556,390,0.1109410430839024,0.0,1.0,0.1478219121806591
reset_aware_weekly_priority,53,focused,same_reset,3,26,22623,5545,17078,15996,3237,3251,563,0.11938775510204308,0.0,1.0,0.1525570806795132
reset_stagger_pressure,53,focused,same_reset,3,26,22584,5545,17039,15698,3219,2143,107,0.11808390022675917,0.0,1.0,0.13862965587092316
reset_near_expiry_reserve,53,focused,same_reset,3,26,22360,5545,16815,15584,3220,2209,185,0.11122448979592099,0.0,1.0,0.1435846037686302
five_hour_first,54,focused,staggered_reset,2,22,41411,2930,38481,32740,1567,3390,12,0.03154761904761905,0.0,1.0,-0.036301447999730896
seven_day_first,54,focused,staggered_reset,2,22,41480,2930,38550,32825,1592,4920,519,0.02967687074829932,0.0,1.0,-0.024248678529963735
weighted_score,54,focused,staggered_reset,2,22,40987,2930,38057,32395,1611,3825,194,0.03256802721088435,0.0,1.0,-0.029462501969212435
reset_aware_weekly_priority,54,focused,staggered_reset,2,22,41830,2930,38900,33007,1591,3912,255,0.03256802721088435,0.0,1.0,-0.029078299179967015
reset_stagger_pressure,54,focused,staggered_reset,2,22,41131,2930,38201,32609,1593,3475,68,0.028826530612244897,0.0,1.0,-0.034217889771626014
reset_near_expiry_reserve,54,focused,staggered_reset,2,22,41636,2930,38706,33109,1626,3609,148,0.031037414965986394,0.0,1.0,-0.031749316664849536
five_hour_first,55,focused,same_reset,2,20,36661,3823,32838,29077,2196,3736,8,0.034523809523809526,0.0,1.0,-0.0069087018019224344
seven_day_first,55,focused,same_reset,2,20,37585,3823,33762,29857,2205,5466,361,0.033758503401360544,0.0,1.0,-0.0014536860117168038
weighted_score,55,focused,same_reset,2,20,37127,3823,33304,29450,2239,3846,177,0.03758503401360544,0.0,1.0,-0.0018136763386842614
reset_aware_weekly_priority,55,focused,same_reset,2,20,36907,3823,33084,29458,2229,4178,302,0.036224489795918365,0.0,1.0,0.00139254570349287
reset_stagger_pressure,55,focused,same_reset,2,20,37330,3823,33507,29858,2167,3840,154,0.03460884353741497,0.0,1.0,-0.004382249568071983
reset_near_expiry_reserve,55,focused,same_reset,2,20,37729,3823,33906,30051,2216,4045,249,0.03486394557823129,0.0,1.0,-0.002089186941992005
five_hour_first,56,focused,staggered_reset,3,26,33984,4423,29561,26464,2317,3405,11,0.03321995464852632,0.0,1.0,0.012661407466410146
seven_day_first,56,focused,staggered_reset,3,26,34082,4423,29659,26679,2350,5328,688,0.030668934240362964,0.0,1.0,0.0272884570002406
weighted_score,56,focused,staggered_reset,3,26,34067,4423,29644,26434,2306,3703,360,0.033786848072562596,0.0,1.0,0.023739034108507834
reset_aware_weekly_priority,56,focused,staggered_reset,3,26,33857,4423,29434,26217,2343,4567,546,0.032653061224490035,0.0,1.0,0.027377098641787362
reset_stagger_pressure,56,focused,staggered_reset,3,26,33731,4423,29308,26509,2314,4260,725,0.033049886621315465,0.0,1.0,0.03319576553844486
reset_near_expiry_reserve,56,focused,staggered_reset,3,26,34268,4423,29845,26683,2312,3944,491,0.032596371882086396,0.0,1.0,0.026172575230996004
five_hour_first,57,focused,staggered_reset,3,28,59553,6026,53527,50539,3429,4580,6,0.028798185941043157,0.0,1.0,-0.012144457115394913
seven_day_first,57,focused,staggered_reset,3,28,58163,6026,52137,49353,3388,7643,706,0.02817460317460323,0.0,1.0,0.00042242048458990267
weighted_score,57,focused,staggered_reset,3,28,58868,6026,52842,49854,3467,4929,337,0.027210884353741527,0.0,1.0,-0.0031127751627270106
reset_aware_weekly_priority,57,focused,staggered_reset,3,28,59297,6026,53271,50128,3411,6142,426,0.027040816326530638,0.0,1.0,-0.0039298092650994765
reset_stagger_pressure,57,focused,staggered_reset,3,28,59611,6026,53585,50469,3360,4817,292,0.027494331065759676,0.0,1.0,-0.005679003824391848
reset_near_expiry_reserve,57,focused,staggered_reset,3,28,59532,6026,53506,50556,3417,4721,238,0.027721088435374193,0.0,1.0,-0.006480354564471297
five_hour_first,58,focused,staggered_reset,3,28,38537,4967,33570,31197,2986,3069,7,0.07568027210884405,0.0,1.0,0.021008101898536913
seven_day_first,58,focused,staggered_reset,3,28,39255,4967,34288,31878,2956,4543,299,0.06581632653061259,0.0,1.0,0.02469665959694395
weighted_score,58,focused,staggered_reset,3,28,38748,4967,33781,31433,2933,3284,121,0.06632653061224529,0.0,1.0,0.02250265789336886
reset_aware_weekly_priority,58,focused,staggered_reset,3,28,39618,4967,34651,32231,2965,3580,70,0.07148526077097554,0.0,1.0,0.019112494291478627
reset_stagger_pressure,58,focused,staggered_reset,3,28,39388,4967,34421,32045,3019,3300,98,0.07318594104308437,0.0,1.0,0.02172149286551836
reset_near_expiry_reserve,58,focused,staggered_reset,3,28,38380,4967,33413,30944,2977,3358,304,0.06859410430839036,0.0,1.0,0.03093862573912229
five_hour_first,59,focused,staggered_reset,2,18,26149,5234,20915,21179,3092,2058,17,0.07346938775510205,0.0,1.0,0.08064404073657194
seven_day_first,59,focused,staggered_reset,2,18,26113,5234,20879,21025,3103,4980,715,0.07874149659863945,0.0,1.0,0.0983740869687334
weighted_score,59,focused,staggered_reset,2,18,26377,5234,21143,21424,3093,2917,446,0.06862244897959184,0.0,1.0,0.09566532846136327
reset_aware_weekly_priority,59,focused,staggered_reset,2,18,26220,5234,20986,21269,3150,3908,610,0.07789115646258503,0.0,1.0,0.09938779473242076
reset_stagger_pressure,59,focused,staggered_reset,2,18,26454,5234,21220,21370,3040,4174,695,0.07023809523809524,0.0,1.0,0.09656436202818452
reset_near_expiry_reserve,59,focused,staggered_reset,2,18,26320,5234,21086,21262,3042,4006,608,0.07508503401360545,0.0,1.0,0.09644124373857196
five_hour_first,60,focused,staggered_reset,2,18,35188,4091,31097,29194,2533,2676,16,0.047874149659863946,0.0,1.0,0.0064886335872000045
seven_day_first,60,focused,staggered_reset,2,18,35200,4091,31109,29125,2490,7285,502,0.0461734693877551,0.0,1.0,0.013362256120105553
weighted_score,60,focused,staggered_reset,2,18,34254,4091,30163,28576,2500,3044,290,0.044897959183673466,0.0,1.0,0.018909210549670014
reset_aware_weekly_priority,60,focused,staggered_reset,2,18,35337,4091,31246,29355,2491,4475,201,0.04574829931972789,0.0,1.0,0.009945027712598448
reset_stagger_pressure,60,focused,staggered_reset,2,18,35529,4091,31438,29540,2503,2917,132,0.04421768707482993,0.0,1.0,0.009314968284864888
reset_near_expiry_reserve,60,focused,staggered_reset,2,18,35126,4091,31035,29238,2519,2844,181,0.047448979591836735,0.0,1.0,0.01328465843900642
five_hour_first,61,focused,staggered_reset,3,32,61634,5872,55762,47305,3366,5752,11,0.03225623582766465,0.0,1.0,-0.01419424032178182
seven_day_first,61,focused,staggered_reset,3,32,61494,5872,55622,47207,3370,9820,814,0.02981859410430853,0.0,1.0,-0.004662488429749645
weighted_score,61,focused,staggered_reset,3,32,61316,5872,55444,47128,3366,6218,370,0.0336734693877554,0.0,1.0,-0.006669891786509785
reset_aware_weekly_priority,61,focused,staggered_reset,3,32,62140,5872,56268,47604,3351,8145,509,0.0348072562358279,0.0,1.0,-0.007226081351176861
reset_stagger_pressure,61,focused,staggered_reset,3,32,62144,5872,56272,47537,3376,6102,291,0.03390022675736992,0.0,1.0,-0.00896380637326194
reset_near_expiry_reserve,61,focused,staggered_reset,3,32,61803,5872,55931,47275,3381,5727,156,0.03486394557823155,0.0,1.0,-0.01079055418594188
five_hour_first,62,focused,same_reset,3,25,48673,4782,43891,37663,2578,3873,17,0.026814058956916118,0.0,1.0,-0.013734842005520193
seven_day_first,62,focused,same_reset,3,25,47410,4782,42628,35953,2616,6461,1101,0.028911564625850462,0.0,1.0,0.009439369388098917
weighted_score,62,focused,same_reset,3,25,48587,4782,43805,37316,2565,4535,485,0.026927437641723413,0.0,1.0,-0.0012156507942032713
reset_aware_weekly_priority,62,focused,same_reset,3,25,47562,4782,42780,36232,2568,4836,782,0.02896825396825402,0.0,1.0,0.0076386780047053016
